trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;58;126;16;1083;192;270;138;90;1038;0,08:33,17:18,193001,2316.01,100,7.60,200,2623.61,2
DP0002,1,0;128;1076;155;326;1047;330;208;178;0,09:07,16:20,149685,1796.22,100,3.60,200,2099.82,2
DP0003,1,0;277;156;271;144;245;1058;130;223;1059;0,08:36,17:09,197345,2368.14,100,0.00,200,2668.14,2
DP0004,2,0;109;320;1025;268;316;80;38;95;0,08:13,15:30,160732,2250.25,50,0.00,300,2600.25,1
DP0005,1,0;42;1016;253;263;56;1056;297;259;191;1013;0,08:40,17:03,164446,1973.35,150,0.00,200,2323.35,3
DP0006,2,0;243;234;225;280;119;1044;0,08:04,16:22,150951,2113.31,50,53.60,300,2516.91,1
DP0007,1,0;312;67;1007;239;300;110;260;139;28;1032;0,08:16,17:15,188817,2265.80,100,2.00,200,2567.80,2
DP0008,2,0;157;332;1094;296;1090;151;2;114;0,08:24,15:09,126267,1767.74,100,3.60,300,2171.34,2
DP0009,2,0;129;111;258;213;50;1009;219;252;24;1069;0,08:00,17:10,203863,2854.08,100,0.00,300,3254.08,2
DP0010,1,0;113;247;59;1078;193;1048;163;47;269;1015;0,08:36,16:37,138241,1658.89,150,3.20,200,2012.09,3
DP0011,1,0;18;1071;32;72;308;49;108;104;1021;1067;0,08:52,16:58,146745,1760.94,150,2.00,200,2112.94,3
DP0012,1,0;25;159;262;1;1002;3;231;169;146;1065;0,08:13,17:34,200922,2411.06,100,6.00,200,2717.06,2
DP0013,1,0;244;143;179;51;121;13;1023;0,08:00,15:57,191101,2293.21,50,13.20,200,2556.41,1
DP0014,1,0;1024;282;1052;145;301;0,08:00,14:19,115946,1391.35,100,35.20,200,1726.55,2
DP0015,2,0;227;115;100;197;286;187;1098;125;314;1064;0,08:00,16:36,175808,2461.31,100,0.00,300,2861.31,2
DP0016,2,0;288;107;180;124;230;0,09:22,14:20,68904,964.66,0,25.20,300,1289.86,0
DP0017,1,0;220;158;273;81;85;1053;65;295;1066;0,08:51,17:05,173707,2084.48,100,4.00,200,2388.48,2
DP0018,1,0;167;61;98;303;1033;209;96;76;242;1073;0,08:19,17:34,161180,1934.16,100,22.40,200,2256.56,2
DP0019,1,0;185;1010;174;147;278;77;315;75;1004;0,08:00,16:50,212200,2546.40,100,0.00,200,2846.40,2
DP0020,1,0;294;198;238;210;1005;10;41;1034;0,08:46,15:55,151982,1823.78,100,1.20,200,2124.98,2
DP0021,1,0;103;1093;35;122;1011;173;91;182;44;1018;0,08:00,16:41,178548,2142.58,150,0.00,200,2492.58,3
DP0022,1,0;123;20;215;1097;318;136;33;289;86;1022;0,08:04,16:49,177552,2130.62,100,2.80,200,2433.42,2
DP0023,1,0;1006;31;150;1075;195;211;135;0,08:00,16:06,136333,1636.00,100,43.20,200,1979.20,2
DP0024,1,0;261;132;26;39;1045;19;12;274;235;1041;0,08:00,17:34,208295,2499.54,100,8.00,200,2807.54,2
DP0025,1,0;149;70;302;267;1001;222;87;127;27;1008;0,08:16,16:57,177875,2134.50,100,0.00,200,2434.50,2
DP0026,1,0;14;232;37;99;255;276;1043;0,09:36,15:51,117690,1412.28,50,8.00,200,1670.28,1
DP0027,1,0;224;52;1039;206;285;228;105;1100;83;298;1014;0,08:03,17:12,176966,2123.59,150,0.00,200,2473.59,3
