trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;565;419;370;466;465;1005;479;630;436;1063;0,08:39,16:43,149088,1789.06,100,0.00,200,2089.06,2
DP0002,2,0;422;424;583;343;1033;362;581;1080;0,08:16,16:12,183343,2566.80,100,4.80,300,2971.60,2
DP0003,1,0;605;411;404;615;651;560;1031;617;503;0,08:47,16:34,159852,1918.22,50,0.00,200,2168.22,1
DP0004,2,0;500;474;540;421;1010;359;431;579;1093;0,08:00,16:54,216160,3026.24,100,0.00,300,3426.24,2
DP0005,1,0;1038;492;1052;664;393;457;1025;339;1088;0,08:00,16:44,157685,1892.22,200,24.40,200,2316.62,4
DP0006,1,0;606;482;1097;358;427;639;588;1054;0,08:33,16:16,181704,2180.45,100,0.00,200,2480.45,2
DP0007,2,0;441;666;538;1015;608;513;1055;0,09:33,14:54,89342,1250.79,100,0.00,300,1650.79,2
DP0008,1,0;529;369;351;1065;414;1092;607;1077;342;1066;0,09:04,16:59,137158,1645.90,200,2.00,200,2047.90,4
DP0009,2,0;448;653;634;445;348;485;1090;476;0,08:07,15:14,151608,2122.51,50,0.00,300,2472.51,1
DP0010,1,0;625;483;379;533;388;1083;527;469;551;585;1091;0,08:04,17:32,192634,2311.61,100,0.00,200,2611.61,2
DP0011,2,0;467;597;486;618;1044;509;438;1028;0,08:41,16:13,149120,2087.68,100,11.60,300,2499.28,2
DP0012,1,0;534;1068;390;658;614;375;599;378;491;1004;0,08:13,17:08,185570,2226.84,100,2.80,200,2529.64,2
DP0013,2,0;562;643;1026;544;1049;532;0,08:27,13:57,122252,1711.53,100,0.00,300,2111.53,2
DP0014,1,0;336;1059;578;661;516;1022;0,08:59,15:54,98707,1184.48,100,45.60,200,1530.08,2
DP0015,2,0;473;609;603;335;349;524;1064;1067;510;0,08:37,15:10,93600,1310.40,100,2.00,300,1712.40,2
DP0016,1,0;631;355;589;633;1056;344;506;587;1085;0,08:00,16:38,180296,2163.55,100,10.00,200,2473.55,2
DP0017,1,0;462;514;357;498;548;619;1075;558;1058;0,08:44,16:27,154700,1856.40,100,0.80,200,2157.20,2
DP0018,1,0;1030;580;495;512;397;1046;0,08:00,15:14,75949,911.39,100,63.20,200,1274.59,2
