maxDistance, totalDistance
258028.0	196113.0
227843.0	172889.0
152248.0	96309.0
258000.0	199228.0
267752.0	204055.0
185802.0	111904.0
219214.0	141742.0
228009.0	128577.0
100000.0	82233.0
133136.0	93207.0
162698.0	144575.0
120000.0	142344.0
219798.0	155440.0
215037.0	116105.0
120000.0	91054.0
269780.0	182258.0
180401.0	108764.0
189978.0	138797.0
195477.0	118845.0
275790.0	176307.0
134939.0	41634.0
231548.0	172435.0
194554.0	118513.0
165647.0	96467.0
200983.0	133192.0
185203.0	107264.0
226303.0	154725.0
120000.0	100904.0
213953.0	143944.0
208252.0	147576.0
205833.0	114717.0
269735.0	203742.0
232641.0	127508.0
236345.0	191953.0
232597.0	152472.0
212696.0	164595.0
206566.0	128869.0
240610.0	171694.0
219072.0	167489.0
159344.0	76140.0
210620.0	142185.0
205913.0	116236.0
223962.0	148199.0
171503.0	82317.0
216231.0	138496.0
191570.0	156845.0
122345.0	105580.0
120000.0	31708.0
202581.0	139101.0
215844.0	144282.0
246666.0	161506.0
235131.0	155390.0
179641.0	106857.0
195614.0	122862.0
188938.0	122541.0

breakDistanceCount: 0
totalCost: Optional[110289.06799999996]
totalDistance: Optional[7390684.0]
