trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;5;139;219;241;1098;0,10:05,16:33,143205,1718.46,50,25.60,200,1994.06,1
DP0002,1,0;243;1068;312;21;121;252;299;169;1085;0,08:04,16:38,187672,2252.06,100,5.20,200,2557.26,2
DP0003,1,0;109;22;316;176;155;1029;152;305;68;1088;0,08:13,17:08,174895,2098.74,100,8.40,200,2407.14,2
DP0004,1,0;4;157;142;183;1047;317;1020;322;178;1079;0,08:43,17:12,168298,2019.58,150,0.00,200,2369.58,3
DP0005,1,0;128;17;324;199;1080;119;28;1044;223;1032;0,09:07,16:40,120658,1447.90,150,1.20,200,1799.10,3
DP0006,1,0;20;256;1036;172;318;83;195;1027;0,08:00,15:44,178486,2141.83,100,2.00,200,2443.83,2
DP0007,1,0;111;185;1053;56;295;112;1086;0,08:00,16:23,182556,2190.67,100,27.60,200,2518.27,2
DP0008,1,0;250;158;1013;204;99;264;43;229;0,08:39,14:56,88120,1057.44,50,10.80,200,1318.24,1
DP0009,1,0;284;133;246;2;200;205;0,10:39,15:47,83452,1001.42,0,9.60,200,1211.02,0
DP0010,1,0;103;16;262;50;1083;235;274;65;1093;0,08:00,16:54,191471,2297.65,100,10.80,200,2608.45,2
DP0011,1,0;313;81;35;1041;122;289;1073;191;1014;0,08:14,16:28,166686,2000.23,150,7.60,200,2357.83,3
DP0012,1,0;102;277;123;73;156;1011;130;307;0,08:26,15:10,132258,1587.10,50,0.00,200,1837.10,1
DP0013,2,0;237;62;213;228;1081;108;301;1005;0,08:35,16:32,188250,2635.50,100,2.80,300,3038.30,2
DP0014,1,0;254;1008;101;40;267;69;165;1026;0,09:19,15:55,125941,1511.29,100,0.00,200,1811.29,2
DP0015,2,0;174;306;132;278;162;1056;298;135;1037;0,08:00,16:18,174343,2440.80,100,5.60,300,2846.40,2
DP0016,1,0;203;115;100;197;1007;300;13;260;138;1025;0,08:00,17:22,203794,2445.53,100,5.20,200,2750.73,2
DP0017,1,0;36;186;236;160;1069;311;1003;0,09:34,16:05,135774,1629.29,100,5.60,200,1934.89,2
DP0018,1,0;251;25;1;105;1033;280;55;125;1023;0,08:45,17:18,198493,2381.92,100,0.00,200,2681.92,2
DP0019,1,0;215;147;26;39;1045;19;270;231;87;1051;0,08:22,17:24,197518,2370.22,100,0.80,200,2671.02,2
DP0020,1,0;98;143;179;51;1010;315;1075;86;1064;0,08:03,16:37,190964,2291.57,150,4.00,200,2645.57,3
DP0021,2,0;107;321;177;80;1057;287;1019;0,10:37,16:19,106489,1490.85,100,0.00,300,1890.85,2
DP0022,1,0;194;67;258;1039;308;1100;49;76;146;90;1059;0,08:00,17:32,196684,2360.21,150,0.00,200,2710.21,3
DP0023,2,0;37;1046;154;283;230;1017;0,10:45,14:59,53986,755.80,100,2.40,300,1158.20,2
DP0024,1,0;233;175;240;1062;134;34;1076;24;1095;0,08:24,16:06,156253,1875.04,150,0.00,200,2225.04,3
DP0025,1,0;58;1084;30;273;193;1077;221;91;293;1055;0,08:33,16:35,134652,1615.82,150,6.40,200,1972.22,3
DP0026,1,0;153;329;207;168;78;71;1099;23;47;1048;0,08:33,16:13,128937,1547.24,100,0.00,200,1847.24,2
DP0027,2,0;291;282;145;32;85;314;181;1071;265;1067;0,09:08,17:20,156036,2184.50,100,0.00,300,2584.50,2
DP0028,1,0;9;266;18;226;118;217;93;41;259;1043;0,08:34,16:03,118269,1419.23,50,0.00,200,1669.23,1
DP0029,2,0;244;261;190;253;1031;263;53;1066;1092;0,08:00,16:16,183873,2574.22,150,0.00,300,3024.22,3
DP0030,1,0;113;1065;59;255;279;63;248;1030;148;0,08:36,15:42,123449,1481.39,100,0.80,200,1782.19,2
DP0031,1,0;45;1021;286;239;192;77;12;1074;1006;0,08:29,17:24,204733,2456.80,150,6.00,200,2812.80,3
