maxDistance, totalDistance
197465.0	143205.0
256728.0	187672.0
233543.0	174895.0
239876.0	168298.0
198597.0	120658.0
246277.0	178486.0
262297.0	182556.0
133271.0	88120.0
100000.0	83452.0
236960.0	191471.0
235235.0	166686.0
184221.0	132258.0
269930.0	188250.0
195618.0	125941.0
271326.0	174343.0
256294.0	203794.0
204954.0	135774.0
264560.0	198493.0
261215.0	197518.0
268661.0	190964.0
200387.0	106489.0
267922.0	196684.0
167291.0	53986.0
223742.0	156253.0
214084.0	134652.0
200499.0	128937.0
255519.0	156036.0
197201.0	118269.0
268575.0	183873.0
201104.0	123449.0
266648.0	204733.0
229452.0	172053.0
241263.0	175449.0
201061.0	116564.0
100000.0	70764.0
248348.0	148223.0
120000.0	107359.0
240660.0	173182.0
273121.0	202285.0
254172.0	178131.0
138098.0	139752.0
203696.0	134128.0
191631.0	106498.0
231651.0	155019.0
145934.0	54818.0
231452.0	169189.0
222470.0	155215.0
255716.0	166530.0
163068.0	109853.0
169493.0	141571.0

breakDistanceCount: 0
totalCost: Optional[109135.26600000002]
totalDistance: Optional[7472778.0]
