trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;147;143;262;1033;318;1073;289;135;74;1059;0,08:09,17:07,193849,2713.89,150,0.00,300,3163.89,3
DP0002,1,0;45;328;1038;310;275;40;107;304;257;0,08:29,15:38,112776,1353.31,50,7.60,200,1610.91,1
DP0003,1,0;254;281;284;176;1025;222;166;114;1008;0,09:19,16:52,143507,1722.08,100,2.00,200,2024.08,2
DP0004,1,0;70;179;1010;50;1002;280;96;76;242;1095;0,08:14,17:40,214248,2570.98,150,0.80,200,2921.78,3
DP0005,2,0;184;197;302;138;241;252;1098;0,08:03,16:33,157343,2202.80,50,43.60,300,2596.40,1
DP0006,1,0;54;188;175;140;116;152;305;1050;0,09:36,16:24,135052,1620.62,50,0.80,200,1871.42,1
DP0007,1,0;111;213;1089;300;48;110;13;75;201;1082;0,08:00,17:24,196922,2363.06,100,8.80,200,2671.86,2
DP0008,1,0;20;1056;162;306;278;65;169;146;90;1081;0,08:00,17:29,191319,2295.83,100,13.60,200,2609.43,2
DP0009,1,0;313;60;238;210;299;1004;125;0,08:14,16:16,134813,1617.76,50,42.40,200,1910.16,1
DP0010,1,0;129;203;239;1074;62;285;206;108;104;265;1090;0,08:00,17:11,180654,2167.85,100,0.00,200,2467.85,2
DP0011,1,0;1;185;297;0,08:00,15:01,150236,1802.83,0,59.20,200,2062.03,0
DP0012,1,0;327;277;123;73;156;245;1058;221;23;1091;0,08:09,16:23,154470,1853.64,100,1.20,200,2154.84,2
DP0013,2,0;180;37;154;283;1046;230;0,11:20,15:37,61007,854.10,50,0.00,300,1204.10,1
DP0014,2,0;196;131;1070;15;1029;331;326;317;322;1062;0,08:04,16:36,171423,2399.92,150,0.40,300,2850.32,3
DP0015,1,0;25;16;26;39;1083;51;274;235;295;1006;0,08:13,17:22,202140,2425.68,100,0.00,200,2725.68,2
DP0016,1,0;1003;183;309;0,08:00,14:12,104857,1258.28,50,62.00,200,1570.28,1
DP0017,1,0;1084;1023;172;97;0,08:00,13:33,95567,1146.80,100,38.40,200,1485.20,2
DP0018,1,0;273;186;272;85;1024;136;1013;0,08:52,15:22,103902,1246.82,100,20.80,200,1567.62,2
DP0019,1,0;1060;251;1039;270;231;0,08:00,15:58,156118,1873.42,100,54.80,200,2228.22,2
DP0020,1,0;1041;1031;0,08:00,11:08,105503,1266.04,100,0.00,200,1566.04,2
DP0021,1,0;261;174;132;1093;56;1075;195;112;1036;0,08:00,16:17,184414,2212.97,150,0.00,200,2562.97,3
DP0022,1,0;57;189;216;292;84;38;208;323;0,09:17,15:53,95868,1150.42,0,14.80,200,1365.22,0
DP0023,1,0;4;237;43;269;1030;0,08:43,15:50,72882,874.58,50,74.00,200,1198.58,1
DP0024,1,0;1066;1078;63;99;248;0,08:00,14:18,87733,1052.80,100,48.00,200,1400.80,2
DP0025,1,0;190;59;193;173;1099;91;130;1067;0,08:44,15:31,133228,1598.74,100,1.20,200,1899.94,2
DP0026,1,0;149;142;22;316;1001;155;124;307;0,08:16,15:11,142813,1713.76,50,0.00,200,1963.76,1
DP0027,1,0;194;312;267;1051;151;27;1052;223;0,08:00,15:54,169405,2032.86,100,10.40,200,2343.26,2
DP0028,1,0;227;115;117;1009;225;192;19;3;1068;55;1076;0,08:00,17:34,197603,2371.24,150,0.00,200,2721.24,3
DP0029,1,0;9;157;290;181;1043;0,08:34,14:41,97705,1172.46,50,38.00,200,1460.46,1
DP0030,2,0;294;1005;296;145;1021;82;202;1040;24;1028;0,08:46,16:52,132828,1859.59,200,8.80,300,2368.39,4
DP0031,2,0;226;268;333;127;301;1071;0,10:23,15:55,123728,1732.19,50,0.00,300,2082.19,1
DP0032,1,0;220;291;177;134;1080;29;205;8;0,08:51,15:41,118260,1419.12,50,9.20,200,1678.32,1
DP0033,1,0;1047;170;319;161;1072;0,08:00,14:20,114247,1370.96,100,35.60,200,1706.56,2
DP0034,1,0;113;42;122;253;263;53;1016;0,08:36,15:03,128168,1538.02,50,7.60,200,1795.62,1
DP0035,1,0;153;207;329;1015;168;44;182;66;212;1061;0,08:33,16:56,144545,1734.54,100,9.20,200,2043.74,2
DP0036,1,0;101;18;199;218;79;1035;330;80;1079;178;0,08:34,16:33,136691,1640.29,100,3.20,200,1943.49,2
DP0037,1,0;98;103;244;303;1097;211;33;259;191;1063;0,08:03,16:40,157450,1889.40,100,8.80,200,2198.20,2
DP0038,1,0;14;232;106;217;246;2;200;1032;0,09:36,16:18,114782,1377.38,50,8.00,200,1635.38,1
DP0039,1,0;52;215;1053;228;105;308;46;276;1012;0,08:22,16:39,184130,2209.56,100,0.00,200,2509.56,2
DP0040,1,0;234;67;1007;21;286;139;219;260;87;1044;0,08:00,17:10,194896,2338.75,100,4.00,200,2642.75,2
DP0041,2,0;247;271;88;78;71;1018;47;1055;293;1086;0,08:48,16:39,139771,1956.79,150,0.00,300,2406.79,3
DP0042,2,0;233;240;320;187;1042;6;89;298;1014;0,08:24,16:18,156708,2193.91,100,4.40,300,2598.31,2
DP0043,1,0;128;17;321;133;64;164;0,09:07,14:05,95686,1148.23,0,0.40,200,1348.63,0
DP0044,1,0;288;158;264;279;1077;163;1022;148;1017;0,09:22,16:19,117734,1412.81,150,0.00,200,1762.81,3
DP0045,1,0;243;120;100;1088;34;160;94;1049;0,08:04,15:22,161058,1932.70,100,0.00,200,2232.70,2
DP0046,1,0;36;204;1037;93;41;171;229;141;0,09:34,15:52,93401,1120.81,50,8.00,200,1378.81,1
DP0047,1,0;167;126;282;32;72;1100;49;209;83;1054;1064;0,08:19,17:07,159162,1909.94,150,0.00,200,2259.94,3
DP0048,1,0;61;159;258;121;1045;12;77;315;1065;0,08:28,17:27,202523,2430.28,100,8.80,200,2739.08,2
DP0049,1,0;58;1027;31;1085;92;95;287;1057;0,08:33,16:14,176233,2114.80,150,1.60,200,2466.40,3
