trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;478;531;399;437;470;468;641;0,09:13,14:36,90145,1081.74,0,0.00,200,1281.74,0
DP0002,1,0;497;514;407;1092;659;621;558;1036;415;1014;0,08:25,17:00,175216,2102.59,150,0.00,200,2452.59,3
DP0003,1,0;606;542;562;613;573;1098;626;451;1013;0,08:33,15:53,137117,1645.40,100,0.00,200,1945.40,2
DP0004,1,0;429;567;533;1045;537;620;667;375;1009;0,08:49,17:33,207360,2488.32,100,0.00,200,2788.32,2
DP0005,2,0;518;336;1073;484;466;647;570;0,08:28,14:06,104176,1458.46,50,0.00,300,1808.46,1
DP0006,2,0;462;441;666;538;446;495;661;516;383;545;1018;0,08:44,17:12,120815,1691.41,50,10.40,300,2051.81,1
DP0007,1,0;368;498;357;651;1056;633;382;461;346;1038;0,08:01,16:56,177403,2128.84,100,7.60,200,2436.44,2
DP0008,1,0;404;642;574;1078;459;612;0,08:51,14:09,106244,1274.93,50,3.20,200,1528.13,1
DP0009,1,0;1072;645;489;440;0,08:00,12:27,49117,589.40,50,34.00,200,873.40,1
DP0010,1,0;502;507;649;358;1002;378;362;587;1023;0,08:42,16:30,161109,1933.31,100,0.00,200,2233.31,2
DP0011,1,0;603;644;524;628;465;417;1064;356;1096;0,09:02,16:14,130977,1571.72,100,0.40,200,1872.12,2
DP0012,1,0;634;448;1020;663;1019;664;525;0,08:40,15:07,144536,1734.43,100,0.00,200,2034.43,2
DP0013,1,0;625;1100;444;1010;618;1001;569;1050;0,08:04,16:03,194734,2336.81,200,0.00,200,2736.81,4
DP0014,1,0;347;658;540;421;1074;337;469;585;433;1004;0,08:00,17:06,201045,2412.54,100,0.00,200,2712.54,2
DP0015,1,0;341;416;363;1068;486;552;556;638;1076;0,08:48,16:57,177666,2131.99,100,0.00,200,2431.99,2
DP0016,1,0;565;456;1084;636;361;427;443;639;506;1006;0,08:39,16:54,157667,1892.00,100,0.00,200,2192.00,2
DP0017,1,0;1054;660;1075;353;344;1053;1066;0,08:00,15:52,144809,1737.71,200,33.20,200,2170.91,4
DP0018,1,0;637;474;1089;519;547;584;371;1031;0,08:00,17:30,210716,2528.59,100,28.40,200,2856.99,2
DP0019,1,0;593;338;351;1027;548;503;381;579;619;1085;0,08:44,17:27,162940,1955.28,100,8.40,200,2263.68,2
DP0020,1,0;564;627;411;582;1091;455;550;401;0,08:22,15:15,127472,1529.66,50,6.40,200,1786.06,1
DP0021,1,0;343;575;500;388;1083;527;395;551;594;1097;0,08:00,17:20,191224,2294.69,100,10.00,200,2604.69,2
DP0022,1,0;605;501;541;611;576;1059;472;0,08:47,15:52,93161,1117.93,50,40.00,200,1407.93,1
DP0023,1,0;610;1034;335;580;1015;454;1017;654;0,08:52,15:18,117840,1414.08,150,0.00,200,1764.08,3
DP0024,1,0;1099;426;402;588;662;342;1065;0,08:00,16:53,139948,1679.38,100,60.40,200,2039.78,2
DP0025,1,0;389;529;392;563;380;544;561;0,09:06,14:38,98593,1183.12,0,0.00,200,1383.12,0
DP0026,1,0;405;390;424;583;1007;614;599;1040;412;1037;0,08:00,16:52,189334,2272.01,150,0.00,200,2622.01,3
DP0027,1,0;369;419;385;1093;560;632;439;491;1090;0,08:57,17:34,187865,2254.38,100,6.80,200,2561.18,2
DP0028,1,0;387;1062;598;377;1088;432;624;515;490;1079;0,08:40,16:56,159883,1918.60,150,0.00,200,2268.60,3
DP0029,1,0;597;422;623;1087;480;536;1026;0,08:26,16:08,161487,1937.84,100,21.60,200,2259.44,2
DP0030,1,0;539;463;354;652;0,08:48,14:12,45556,546.67,0,58.40,200,805.07,0
DP0031,1,0;1060;596;493;492;396;1055;397;1030;0,08:00,15:41,134213,1610.56,150,22.40,200,1982.96,3
DP0032,1,0;408;1012;602;543;581;1052;481;509;630;1043;0,09:18,17:15,113751,1365.01,150,14.00,200,1729.01,3
DP0033,1,0;1086;349;1022;513;568;477;0,08:00,15:38,94744,1136.93,100,64.40,200,1501.33,2
DP0034,1,0;635;631;482;450;1033;350;521;386;595;1067;0,08:00,17:04,188047,2256.56,100,6.00,200,2562.56,2
DP0035,2,0;428;420;1047;653;339;530;471;1003;0,09:09,16:17,132488,1854.83,100,9.60,300,2264.43,2
DP0036,1,0;340;511;1035;425;494;591;520;0,08:56,15:24,105798,1269.58,50,18.80,200,1538.38,1
DP0037,1,0;646;430;366;1024;438;360;510;535;0,08:26,15:56,110275,1323.30,50,29.20,200,1602.50,1
DP0038,1,0;374;1070;559;555;601;393;457;476;0,08:07,15:02,142362,1708.34,50,0.00,200,1958.34,1
DP0039,1,0;400;410;485;445;1069;435;650;504;0,09:09,15:49,127734,1532.81,50,0.00,200,1782.81,1
DP0040,2,0;364;464;370;1082;365;546;604;607;1077;0,08:41,16:46,168775,2362.85,100,3.20,300,2766.05,2
DP0041,1,0;334;413;409;1081;571;1071;479;345;475;0,08:20,15:51,131148,1573.78,100,7.60,200,1881.38,2
DP0042,2,0;615;1041;355;528;589;359;572;431;617;1016;0,08:08,17:27,206523,2891.32,100,2.40,300,3293.72,2
DP0043,1,0;534;449;1025;566;348;648;352;0,08:13,14:22,130372,1564.46,50,0.00,200,1814.46,1
