trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;157;184;1042;160;183;34;1047;165;1062;0,08:24,16:13,160766,2250.72,150,0.00,300,2700.72,3
DP0002,2,0;254;237;275;40;106;41;29;1063;114;0,09:19,16:09,112128,1569.79,50,0.00,300,1919.79,1
DP0003,1,0;22;316;325;69;116;1003;0,09:06,15:46,127667,1532.00,50,25.60,200,1807.60,1
DP0004,1,0;109;320;238;60;32;1087;82;10;119;11;1012;0,08:13,17:10,167432,2009.18,100,0.00,200,2309.18,2
DP0005,2,0;167;313;198;210;303;104;89;1040;265;1090;0,08:19,16:55,157855,2209.97,100,8.80,300,2618.77,2
DP0006,1,0;220;1008;133;97;1060;236;90;46;298;1014;0,08:51,17:03,131531,1578.37,150,11.60,200,1939.97,3
DP0007,1,0;144;271;1077;193;279;63;248;269;1017;0,08:43,15:54,130512,1566.14,100,0.00,200,1866.14,2
DP0008,1,0;194;234;51;12;231;242;0,08:00,16:49,182104,2185.25,0,50.80,200,2436.05,0
DP0009,1,0;185;1010;179;1007;300;110;138;260;87;1095;0,08:00,17:16,206371,2476.45,150,1.20,200,2827.65,3
DP0010,1,0;272;294;45;217;1032;0,08:17,12:44,95023,1140.28,50,0.00,200,1390.28,1
DP0011,1,0;189;188;1069;1026;187;5;322;1057;287;1076;0,08:40,17:16,175446,2105.35,200,0.00,200,2505.35,4
DP0012,1,0;115;1074;1;72;318;33;148;0,08:22,15:18,167609,2011.31,50,0.00,200,2261.31,1
DP0013,2,0;332;243;267;1001;85;181;112;1093;0,08:15,16:53,199063,2786.88,100,14.00,300,3200.88,2
DP0014,1,0;137;1025;333;155;326;152;305;68;1050;0,08:33,17:06,178381,2140.57,100,9.60,200,2450.17,2
DP0015,1,0;203;67;1002;206;285;3;13;315;1004;0,08:00,17:01,210684,2528.21,100,5.60,200,2833.81,2
DP0016,2,0;1094;296;145;1005;0,08:00,12:31,95800,1341.20,100,13.60,300,1754.80,2
DP0017,2,0;158;284;92;216;292;208;257;0,09:37,15:41,107638,1506.93,0,8.40,300,1815.33,0
DP0018,1,0;20;215;256;1041;263;122;1031;53;1016;295;1059;0,08:00,17:44,205899,2470.79,200,0.00,200,2870.79,4
DP0019,1,0;129;111;258;62;192;1083;19;65;24;0,08:00,16:31,197236,2366.83,50,0.00,200,2616.83,1
DP0020,2,0;120;302;227;197;1068;139;219;299;146;1034;0,08:00,17:24,215432,3016.05,100,0.00,300,3416.05,2
DP0021,2,0;18;1080;199;324;1035;79;38;317;1020;0,08:52,16:48,167657,2347.20,150,0.00,300,2797.20,3
DP0022,1,0;123;174;1089;239;48;270;75;55;1024;0,08:04,17:23,211805,2541.66,100,11.60,200,2853.26,2
DP0023,2,0;21;312;70;117;1098;136;2;223;200;1013;0,08:00,16:43,180338,2524.73,100,0.00,300,2924.73,2
DP0024,1,0;266;310;1038;286;241;280;1051;0,08:58,15:58,146440,1757.28,100,12.40,200,2069.68,2
DP0025,1,0;233;149;142;176;268;127;0,08:24,14:22,129386,1552.63,0,7.20,200,1759.83,0
DP0026,1,0;102;273;1023;30;58;93;259;171;1043;0,08:26,15:27,121284,1455.41,100,0.00,200,1755.41,2
DP0027,1,0;244;262;50;39;1045;235;274;77;201;1082;0,08:00,17:31,201730,2420.76,100,9.20,200,2729.96,2
DP0028,1,0;250;101;328;204;36;264;99;124;0,08:39,14:43,99362,1192.34,0,0.00,200,1392.34,0
DP0029,1,0;291;81;25;1006;49;108;1052;125;1037;0,09:08,17:04,148791,1785.49,150,9.20,200,2144.69,3
DP0030,1,0;153;14;232;71;1092;23;221;1011;0,08:33,15:53,130421,1565.05,100,15.60,200,1880.65,2
DP0031,1,0;1091;31;186;255;319;8;229;141;0,08:00,15:17,109653,1315.84,50,24.00,200,1589.84,1
DP0032,2,0;98;61;132;278;228;1033;209;96;76;1071;0,08:03,17:03,183947,2575.26,100,5.60,300,2980.86,2
DP0033,1,0;329;207;78;88;1099;91;163;1022;293;1086;0,08:52,16:41,129044,1548.53,150,3.20,200,1901.73,3
DP0034,1,0;247;1027;156;73;1053;195;1066;74;1054;0,08:48,17:14,181604,2179.25,200,5.20,200,2584.45,4
DP0035,1,0;251;35;1036;172;1073;314;43;230;0,08:45,15:26,131618,1579.42,100,0.00,200,1879.42,2
DP0036,1,0;224;100;225;1097;150;130;1084;276;1030;0,08:03,16:42,180317,2163.80,150,10.80,200,2524.60,3
DP0037,1,0;327;277;42;245;1065;173;1078;182;1058;44;1018;0,08:09,17:14,175074,2100.89,200,0.00,200,2500.89,4
