trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;593;596;416;1009;363;375;599;378;547;1078;0,08:44,17:32,182106,2185.27,100,1.20,200,2486.47,2
DP0002,1,0;577;602;430;493;465;417;1067;0,09:18,15:40,100247,1202.96,50,18.80,200,1471.76,1
DP0003,1,0;539;609;603;335;1022;447;661;512;397;1017;0,08:48,16:33,111942,1343.30,100,9.60,200,1652.90,2
DP0004,2,0;507;592;637;350;509;1037;0,08:28,15:17,152035,2128.49,50,17.60,300,2496.09,1
DP0005,1,0;458;613;634;566;1001;393;457;508;1008;0,08:17,15:37,137725,1652.70,100,0.00,200,1952.70,2
DP0006,1,0;497;464;355;528;595;550;401;535;0,08:25,16:04,151540,1818.48,0,12.80,200,2031.28,0
DP0007,1,0;408;428;489;543;437;470;345;1043;0,09:18,15:27,102245,1226.94,50,0.00,200,1476.94,1
DP0008,1,0;456;366;334;492;1052;581;480;360;1063;0,08:29,16:08,125075,1500.90,100,14.00,200,1814.90,2
DP0009,2,0;605;462;529;349;524;1064;570;0,08:47,13:58,80339,1124.75,50,0.00,300,1474.75,1
DP0010,2,0;388;474;500;421;1083;1045;359;431;579;1056;0,08:00,17:28,219077,3067.08,150,0.00,300,3517.08,3
DP0011,1,0;640;420;555;1047;377;339;557;494;490;1003;0,08:20,17:03,154366,1852.39,100,13.60,200,2165.99,2
DP0012,1,0;340;1051;445;0,08:56,12:15,88992,1067.90,50,0.40,200,1318.30,1
DP0013,1,0;518;1034;404;1027;621;1011;414;607;1065;0,08:28,15:28,121750,1461.00,200,0.00,200,1861.00,4
DP0014,2,0;390;424;658;583;1039;667;506;587;1006;0,08:00,16:39,197720,2768.08,100,2.40,300,3170.48,2
DP0015,2,0;514;1016;498;1099;365;383;546;604;516;1015;0,08:38,16:55,158208,2214.91,150,0.00,300,2664.91,3
DP0016,1,0;389;441;666;495;454;459;612;654;0,09:06,14:51,76462,917.54,0,3.20,200,1120.74,0
