trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;670;698;1093;946;671;952;704;983;1054;0,08:39,17:00,180686,2168.23,100,3.60,200,2471.83,2
DP0002,1,0;999;719;768;1033;696;892;896;879;915;1005;0,08:19,17:23,195283,2343.40,100,2.00,200,2645.40,2
DP0003,1,0;728;690;914;834;760;962;795;895;1075;0,08:09,16:29,167020,2004.24,50,9.60,200,2263.84,1
DP0004,2,0;730;1040;966;917;723;959;912;994;1090;0,08:14,16:07,148166,2074.32,100,8.40,300,2482.72,2
DP0005,1,0;738;934;1059;894;1073;948;675;785;0,09:05,16:00,130100,1561.20,100,5.60,200,1866.80,2
DP0006,1,0;801;693;808;969;714;0,09:50,14:39,78221,938.65,0,17.20,200,1155.85,0
DP0007,2,0;722;986;1002;878;687;880;791;1096;0,08:07,15:30,165436,2316.10,100,0.00,300,2716.10,2
DP0008,1,0;856;1055;907;846;921;1066;876;810;799;0,08:46,15:46,120400,1444.80,100,0.00,200,1744.80,2
DP0009,1,0;911;826;1063;707;680;1044;861;960;837;0,08:39,15:29,112202,1346.42,100,0.40,200,1646.82,2
DP0010,1,0;938;805;988;735;854;1018;803;852;692;1046;0,08:18,16:21,147678,1772.14,100,0.00,200,2072.14,2
DP0011,1,0;1058;832;740;857;789;1092;0,08:00,16:55,133316,1599.79,100,76.40,200,1976.19,2
DP0012,1,0;830;782;950;683;711;858;713;845;1037;0,08:16,17:14,165792,1989.50,50,25.60,200,2265.10,1
DP0013,1,0;956;958;985;1083;762;935;731;1007;836;1023;0,08:00,17:15,207836,2494.03,150,0.00,200,2844.03,3
DP0014,2,0;715;902;781;709;979;928;1070;0,09:32,16:48,135034,1890.48,50,24.40,300,2264.88,1
DP0015,1,0;825;1025;884;924;945;748;970;1008;0,08:38,16:10,163190,1958.28,100,4.40,200,2262.68,2
DP0016,1,0;996;870;797;761;937;940;964;1084;0,08:25,16:46,112265,1347.18,50,48.80,200,1645.98,1
DP0017,2,0;925;712;828;1047;811;920;835;0,08:32,16:02,117030,1638.42,50,37.60,300,2026.02,1
DP0018,1,0;853;874;794;1003;701;1079;732;932;0,08:09,14:56,124826,1497.91,100,5.20,200,1803.11,2
DP0019,2,0;802;866;741;689;0,08:48,12:23,65955,923.37,0,5.20,300,1228.57,0
DP0020,1,0;1089;987;774;1006;0,08:00,15:26,163799,1965.59,100,51.20,200,2316.79,2
DP0021,2,0;688;968;729;833;1068;942;818;965;0,08:00,15:51,189245,2649.43,50,0.00,300,2999.43,1
DP0022,1,0;816;871;699;1024;814;897;677;742;1012;0,08:37,15:53,110850,1330.20,100,11.20,200,1641.40,2
DP0023,2,0;756;998;777;1035;904;885;1072;0,08:54,15:57,112318,1572.45,100,30.00,300,2002.45,2
DP0024,1,0;809;697;720;1060;778;1082;993;905;784;1013;0,08:26,16:50,154945,1859.34,150,5.20,200,2214.54,3
DP0025,1,0;982;1031;691;1010;708;864;882;1087;0,08:07,17:22,195323,2343.88,150,30.40,200,2724.28,3
