trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;483;388;500;1045;527;551;439;1036;0,08:23,16:42,175992,2111.90,100,17.20,200,2429.10,2
DP0002,1,0;369;1065;336;1085;455;1091;535;0,08:57,15:27,113505,1362.06,150,16.00,200,1728.06,3
DP0003,1,0;444;474;1010;469;378;1021;0,08:09,16:06,177819,2133.83,100,32.00,200,2465.83,2
DP0004,1,0;399;528;533;1033;667;433;412;1069;0,09:26,16:36,154968,1859.62,100,0.00,200,2159.62,2
DP0005,1,0;564;1099;627;407;659;1092;513;661;1015;0,08:22,15:37,132946,1595.35,150,0.00,200,1945.35,3
DP0006,2,0;575;487;405;1098;626;552;372;1019;0,08:00,16:33,185556,2597.78,100,18.40,300,3016.18,2
DP0007,1,0;419;385;660;466;1004;461;382;630;434;1080;0,08:48,16:52,149293,1791.52,100,0.00,200,2091.52,2
DP0008,1,0;1062;387;437;0,08:00,11:58,96286,1155.43,50,12.00,200,1417.43,1
DP0009,1,0;631;424;540;583;1007;614;363;1009;346;1060;0,08:00,16:53,189354,2272.25,150,0.00,200,2622.25,3
DP0010,1,0;543;542;366;531;544;1032;641;401;0,09:06,15:24,111055,1332.66,50,0.00,200,1582.66,1
DP0011,1,0;645;553;442;468;459;612;1017;0,09:18,14:45,86296,1035.55,50,3.60,200,1289.15,1
DP0012,1,0;430;492;450;464;443;344;1100;629;491;1034;0,08:53,17:33,180469,2165.63,100,0.00,200,2465.63,2
DP0013,2,0;408;393;618;396;1052;360;508;0,09:18,15:52,128921,1804.89,50,9.60,300,2164.49,1
DP0014,2,0;644;657;402;636;1053;588;1024;0,08:55,15:29,134508,1883.11,100,7.60,300,2290.71,2
DP0015,1,0;1013;602;423;561;0,08:00,14:12,68462,821.54,50,66.80,200,1138.34,1
DP0016,1,0;534;613;597;549;517;1038;470;476;0,08:13,15:02,137768,1653.22,50,0.00,200,1903.22,1
DP0017,1,0;449;403;422;1068;486;451;536;480;1028;0,08:05,16:50,160063,1920.76,100,23.20,200,2243.96,2
DP0018,1,0;341;1094;445;522;1029;499;556;600;0,08:48,16:18,161231,1934.77,100,4.80,200,2239.57,2
DP0019,1,0;452;592;637;421;371;620;1040;0,08:18,16:42,175330,2103.96,50,32.40,200,2386.36,1
DP0020,1,0;565;529;603;335;426;1066;342;662;472;0,08:39,15:49,129292,1551.50,50,0.00,200,1801.50,1
DP0021,1,0;1054;611;0,08:00,12:33,80018,960.22,50,46.00,200,1256.22,1
DP0022,1,0;625;507;390;1074;658;537;337;584;594;375;1006;0,08:04,17:46,203248,2438.98,100,0.00,200,2738.98,2
DP0023,2,0;653;374;555;559;1057;515;557;494;1035;0,08:09,16:18,144626,2024.76,100,16.40,300,2441.16,2
DP0024,1,0;410;416;649;358;1089;519;599;547;585;1095;0,08:24,17:07,180108,2161.30,100,0.80,200,2462.10,2
DP0025,1,0;368;1016;514;498;548;651;619;1077;506;1027;0,08:01,16:59,194105,2329.26,150,0.00,200,2679.26,3
DP0026,1,0;606;1005;355;589;1083;572;359;579;1056;0,08:33,17:03,196734,2360.81,150,0.00,200,2710.81,3
DP0027,1,0;577;1049;489;425;1090;479;345;525;1012;0,09:18,16:28,125196,1502.35,150,2.00,200,1854.35,3
DP0028,2,0;456;357;615;642;621;617;381;1031;595;1073;0,08:29,17:11,176057,2464.80,100,2.40,300,2867.20,2
DP0029,1,0;562;596;364;1087;406;509;581;436;1008;0,08:27,16:43,119942,1439.30,100,30.40,200,1769.70,2
DP0030,1,0;460;623;347;1002;343;350;521;395;431;1093;0,08:04,17:28,196389,2356.67,100,9.60,200,2666.27,2
DP0031,1,0;518;610;574;411;1011;414;1058;505;503;1067;0,08:28,16:31,147786,1773.43,150,0.00,200,2123.43,3
DP0032,1,0;646;370;379;1039;427;639;632;415;1097;0,08:26,16:52,167061,2004.73,100,12.40,200,2317.13,2
