trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;529;392;366;1014;417;550;1067;0,09:04,15:18,95560,1146.72,100,18.40,200,1465.12,2
DP0002,1,0;1048;644;647;611;576;0,08:00,14:33,92544,1110.53,50,51.20,200,1411.73,1
DP0003,1,0;615;514;411;1078;426;1055;612;654;0,08:08,14:53,133829,1605.95,100,0.00,200,1905.95,2
DP0004,1,0;518;382;1080;0,08:28,15:29,100833,1210.00,50,83.60,200,1543.60,1
DP0005,1,0;507;483;379;533;427;1053;506;1006;525;0,08:28,16:15,159782,1917.38,100,0.00,200,2217.38,2
DP0006,1,0;456;564;1086;349;524;563;352;1049;0,08:29,15:02,124133,1489.60,100,0.00,200,1789.60,2
DP0007,2,0;575;487;424;583;1083;527;572;395;439;1097;0,08:00,17:17,194652,2725.13,100,8.00,300,3133.13,2
DP0008,2,0;410;488;347;549;1025;618;496;509;0,08:24,15:50,157569,2205.97,50,4.40,300,2560.37,1
DP0009,1,0;648;348;569;556;373;1076;0,10:56,16:31,126234,1514.81,50,0.00,200,1764.81,1
DP0010,1,0;449;358;1007;537;658;614;599;547;491;1009;0,08:05,17:09,196523,2358.28,100,2.00,200,2660.28,2
DP0011,1,0;637;1039;592;519;363;375;378;372;412;1008;0,08:00,17:05,181693,2180.32,100,8.80,200,2489.12,2
DP0012,1,0;1066;660;1085;365;383;546;516;1046;0,08:00,16:04,129368,1552.42,150,33.60,200,1936.02,3
DP0013,1,0;542;340;613;523;1001;451;479;630;1063;0,09:02,16:49,159758,1917.10,100,0.00,200,2217.10,2
DP0014,1,0;390;1089;540;337;405;1074;551;1002;433;1069;0,08:00,17:08,195625,2347.50,200,3.20,200,2750.70,4
DP0015,1,0;534;374;559;522;1029;499;1020;490;1003;0,08:13,16:50,161799,1941.59,150,19.20,200,2310.79,3
DP0016,1,0;562;511;425;554;376;586;1035;650;504;0,08:27,16:04,128930,1547.16,50,11.20,200,1808.36,1
DP0017,1,0;368;1031;357;498;548;1016;503;505;607;342;1091;0,08:01,17:05,171311,2055.73,150,0.80,200,2406.53,3
DP0018,1,0;341;1040;416;649;350;629;521;1033;346;1084;0,08:48,17:23,175405,2104.86,150,0.00,200,2454.86,3
DP0019,1,0;603;407;627;578;1092;661;397;512;1061;0,09:02,16:42,144432,1733.18,100,4.40,200,2037.58,2
