trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;938;782;764;1038;806;815;678;0,08:18,14:36,101779,1221.35,50,16.80,200,1488.15,1
DP0002,2,0;767;865;820;710;717;749;793;0,09:19,14:16,68793,963.10,0,0.00,300,1263.10,0
DP0003,2,0;989;830;735;910;919;0,08:25,14:15,112594,1576.32,0,25.20,300,1901.52,0
DP0004,1,0;996;697;797;805;1006;761;948;1073;0,08:25,15:30,118534,1422.41,100,15.20,200,1737.61,2
DP0005,2,0;670;698;691;736;822;1100;0,08:39,15:54,161288,2258.03,50,23.20,300,2631.23,1
DP0006,1,0;899;809;930;685;672;883;942;967;1028;0,08:38,16:47,117157,1405.88,50,29.60,200,1685.48,1
DP0007,1,0;866;715;680;977;727;818;734;0,09:37,15:42,123721,1484.65,0,1.20,200,1685.85,0
DP0008,2,0;863;868;907;846;1055;1066;750;898;785;0,08:34,15:53,133085,1863.19,100,2.00,300,2265.19,2
DP0009,1,0;794;874;712;701;1057;847;812;668;776;1079;0,08:53,17:14,135044,1620.53,100,13.60,200,1934.13,2
DP0010,2,0;781;998;777;1035;902;709;904;732;0,08:23,15:35,126243,1767.40,50,14.40,300,2131.80,1
DP0011,2,0;730;1033;985;696;702;711;737;1082;0,08:14,16:37,201671,2823.39,100,6.80,300,3230.19,2
DP0012,1,0;751;743;1081;860;917;1005;937;940;964;1096;0,08:23,16:21,143840,1726.08,150,0.00,200,2076.08,3
DP0013,2,0;747;674;725;878;1039;952;704;1043;0,08:29,16:21,166707,2333.90,100,11.60,300,2745.50,2
DP0014,1,0;1036;795;983;0,08:00,15:48,127820,1533.84,50,88.80,200,1872.64,1
DP0015,1,0;946;775;968;833;1007;935;731;1089;961;1021;0,08:00,17:11,197955,2375.46,150,3.20,200,2728.66,3
DP0016,2,0;796;695;1078;840;854;1018;876;980;1023;784;1067;0,08:28,16:57,142793,1999.10,200,1.20,300,2500.30,4
DP0017,2,0;982;827;914;823;1016;789;1092;838;1099;0,08:07,16:46,149722,2096.11,150,26.00,300,2572.11,3
DP0018,2,0;722;804;729;959;1087;971;909;885;0,08:07,15:43,177421,2483.89,50,0.00,300,2833.89,1
DP0019,2,0;956;1074;987;766;762;1045;888;905;1075;0,08:00,16:35,200868,2812.15,150,0.00,300,3262.15,3
DP0020,1,0;831;871;850;814;683;1090;936;748;923;1008;0,08:39,16:04,115171,1382.05,100,0.00,200,1682.05,2
DP0021,2,0;763;911;682;707;992;1000;765;1025;786;1050;0,08:42,17:04,145050,2030.70,100,8.80,300,2439.50,2
DP0022,2,0;1058;703;929;705;906;1022;0,08:00,15:58,97845,1369.83,100,70.40,300,1840.23,2
DP0023,1,0;981;768;769;774;787;957;858;1085;0,08:32,17:41,191866,2302.39,50,29.20,200,2581.59,1
DP0024,1,0;999;943;819;1044;771;873;990;897;1032;0,08:19,15:53,120864,1450.37,100,13.60,200,1763.97,2
DP0025,2,0;903;1097;986;671;1004;778;842;1024;0,08:09,15:27,140547,1967.66,150,10.40,300,2428.06,3
DP0026,1,0;754;947;759;826;1037;945;791;810;0,09:17,15:11,82901,994.81,50,4.80,200,1249.61,1
DP0027,1,0;699;746;849;875;726;1054;944;857;829;1031;1034;0,08:26,18:09,184503,2214.04,150,10.00,200,2574.04,3
DP0028,1,0;953;916;976;951;1011;848;1065;753;807;0,08:00,16:02,156127,1873.52,100,8.00,200,2181.52,2
DP0029,2,0;839;924;893;973;975;0,08:37,13:33,119139,1667.95,0,0.00,300,1967.95,0
DP0030,1,0;788;770;1029;872;681;1070;811;1003;835;1019;0,08:02,16:38,154148,1849.78,200,10.40,200,2260.18,4
DP0031,2,0;886;821;851;687;1068;915;1009;994;824;1052;0,08:00,17:12,206195,2886.73,150,0.00,300,3336.73,3
DP0032,1,0;1053;733;800;694;0,08:00,14:36,109901,1318.81,50,56.80,200,1625.61,1
DP0033,1,0;974;798;752;757;1072;0,10:45,15:13,90400,1084.80,50,2.80,200,1337.60,1
DP0034,1,0;728;958;780;963;739;845;890;675;1014;0,08:09,17:06,186101,2233.21,50,16.00,200,2499.21,1
DP0035,1,0;931;688;933;1083;708;1010;869;889;1095;0,08:00,18:01,208556,2502.67,150,30.00,200,2882.67,3
DP0036,1,0;1060;755;859;723;881;877;918;880;1012;0,08:00,16:35,139261,1671.13,100,30.00,200,2001.13,2
DP0037,1,0;955;741;817;1069;861;912;892;882;1051;0,08:31,17:32,185568,2226.82,100,16.80,200,2543.62,2
DP0038,1,0;792;1001;884;867;972;1047;920;970;1049;0,08:11,16:14,157096,1885.15,150,8.00,200,2243.15,3
DP0039,1,0;862;720;988;962;1056;984;713;993;669;1091;0,08:13,17:07,176586,2119.03,100,6.40,200,2425.43,2
DP0040,1,0;841;843;716;939;1013;677;758;779;1040;0,09:10,16:51,148486,1781.83,100,2.80,200,2084.63,2
DP0041,2,0;1064;724;718;679;1086;0,08:00,16:03,86273,1207.82,100,90.40,300,1698.22,2
DP0042,1,0;887;744;966;1002;926;879;896;864;836;1042;0,08:19,17:17,171864,2062.37,100,10.40,200,2372.77,2
DP0043,1,0;954;686;837;1080;844;1063;0,11:20,16:31,106420,1277.04,100,0.00,200,1577.04,2
DP0044,1,0;816;991;1048;852;949;1030;799;0,08:37,15:52,101380,1216.56,100,39.60,200,1556.16,2
DP0045,2,0;927;773;950;997;783;700;742;0,08:11,14:23,116784,1634.98,0,6.80,300,1941.78,0
DP0046,1,0;801;693;855;808;803;1061;692;1015;0,09:50,16:06,94559,1134.71,100,7.20,200,1441.91,2
DP0047,1,0;925;756;828;1088;995;913;1062;0,08:32,15:47,137566,1650.79,100,22.00,200,1972.79,2
DP0048,1,0;813;738;934;676;969;714;1017;0,08:43,15:15,87420,1049.04,50,29.20,200,1328.24,1
DP0049,1,0;802;856;689;932;0,08:48,13:46,47996,575.95,0,46.80,200,822.75,0
DP0050,2,0;673;1094;891;1098;745;1071;965;960;0,08:54,15:36,131087,1835.22,150,0.00,300,2285.22,3
DP0051,1,0;922;870;894;832;1027;921;1059;706;1084;0,08:32,16:13,155955,1871.46,150,0.00,200,2221.46,3
DP0052,2,0;853;684;825;978;1026;721;0,08:09,13:43,125964,1763.50,50,0.00,300,2113.50,1
DP0053,2,0;941;719;901;900;1020;928;979;772;1076;0,08:22,17:12,194671,2725.39,100,8.40,300,3133.79,2
DP0054,1,0;908;690;1041;760;1093;834;740;895;1077;0,08:43,16:24,154818,1857.82,150,0.00,200,2207.82,3
DP0055,1,0;790;1046;0,12:49,14:23,26935,323.22,50,0.00,200,573.22,1
