trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;102;247;271;156;1016;245;163;1022;0,08:26,15:09,132506,1590.07,100,0.00,200,1890.07,2
DP0002,1,0;190;215;306;56;1053;195;136;309;1014;0,08:44,16:58,173644,2083.73,100,4.80,200,2388.53,2
DP0003,1,0;234;67;1007;239;62;3;280;169;90;1023;0,08:00,17:08,179716,2156.59,100,10.80,200,2467.39,2
DP0004,1,0;42;1006;31;255;279;63;43;229;0,08:40,15:15,126528,1518.34,50,0.00,200,1768.34,1
DP0005,1,0;142;238;236;1004;318;108;104;11;1049;0,08:43,16:46,152530,1830.36,100,9.60,200,2139.96,2
DP0006,1,0;134;137;268;21;1068;241;1098;265;1005;0,08:18,16:38,175733,2108.80,150,5.60,200,2464.40,3
DP0007,1,0;220;1046;232;180;161;124;0,08:51,14:35,98564,1182.77,50,16.40,200,1449.17,1
DP0008,1,0;115;1009;302;139;260;219;138;1050;0,08:22,17:15,167978,2015.74,100,34.80,200,2350.54,2
DP0009,2,0;157;184;187;1001;333;1025;222;127;24;0,08:24,16:24,152210,2130.94,100,8.40,300,2539.34,2
DP0010,1,0;1;185;179;48;135;191;0,08:00,15:15,182336,2188.03,0,12.80,200,2400.83,0
DP0011,1,0;233;149;332;1026;218;301;299;76;146;1060;0,08:24,17:17,175985,2111.82,100,6.80,200,2418.62,2
DP0012,1,0;327;256;174;1045;50;51;12;77;65;1031;0,08:09,17:23,199866,2398.39,100,4.40,200,2702.79,2
DP0013,1,0;57;216;292;95;323;1019;0,09:17,15:53,87337,1048.04,50,42.80,200,1340.84,1
DP0014,2,0;4;45;310;290;133;40;29;1052;166;1063;0,08:43,16:36,123804,1733.26,100,7.60,300,2140.86,2
DP0015,2,0;312;70;286;197;252;1040;242;1073;0,08:16,16:36,176357,2469.00,100,17.20,300,2886.20,2
DP0016,1,0;288;281;170;319;64;8;0,09:22,13:47,60854,730.25,0,3.60,200,933.85,0
DP0017,1,0;240;34;1088;116;1062;165;1095;0,09:10,16:17,127797,1533.56,150,23.60,200,1907.16,3
DP0018,1,0;9;199;1071;72;285;1039;13;110;55;1032;0,08:34,17:34,181190,2174.28,150,6.80,200,2531.08,3
DP0019,1,0;254;158;204;284;171;223;119;28;1080;0,09:19,17:02,126098,1513.18,50,14.80,200,1777.98,1
DP0020,2,0;291;160;321;183;177;311;80;1079;178;1072;0,09:08,17:06,112160,1570.24,100,14.80,300,1985.04,2
DP0021,1,0;58;1067;296;1044;0,08:33,12:29,95517,1146.20,100,0.00,200,1446.20,2
DP0022,1,0;167;126;227;96;1082;0,08:19,15:41,132946,1595.35,50,51.20,200,1896.55,1
DP0023,1,0;1061;14;37;269;148;0,08:00,15:01,90240,1082.88,50,63.60,200,1396.48,1
DP0024,1,0;144;277;123;73;1056;53;112;1036;0,08:43,16:05,164828,1977.94,100,0.00,200,2277.94,2
DP0025,1,0;1084;186;193;1078;91;221;1092;293;1055;0,08:00,16:53,125877,1510.52,200,42.80,200,1953.32,4
DP0026,1,0;143;26;39;1010;192;121;270;231;1076;0,08:08,16:45,202030,2424.36,100,0.00,200,2724.36,2
DP0027,1,0;61;52;105;228;308;89;1094;0,08:28,15:33,153330,1839.96,50,10.40,200,2100.36,1
DP0028,2,0;109;22;316;325;176;267;5;69;1028;0,08:13,15:47,135395,1895.53,50,7.20,300,2252.73,1
DP0029,1,0;98;111;258;1100;122;263;297;211;114;0,08:03,16:12,176784,2121.41,50,0.80,200,2372.21,1
DP0030,1,0;153;207;329;78;88;71;168;1018;44;212;1030;0,08:33,17:03,132234,1586.81,100,6.00,200,1892.81,2
DP0031,1,0;313;273;1081;32;145;202;1087;289;1013;0,08:14,16:43,148344,1780.13,150,23.20,200,2153.33,3
DP0032,2,0;20;261;262;213;1083;19;274;235;295;1041;0,08:00,17:30,212341,2972.77,100,4.00,300,3376.77,2
DP0033,1,0;1058;59;1091;276;1096;0,08:00,15:02,102156,1225.87,150,58.80,200,1634.67,3
DP0034,1,0;237;113;150;1066;173;1099;182;66;1015;0,08:35,16:14,131970,1583.64,150,9.20,200,1942.84,3
DP0035,1,0;25;1093;132;147;278;162;47;1048;0,08:13,15:57,182379,2188.55,100,0.00,200,2488.55,2
DP0036,1,0;196;131;1070;249;15;140;208;94;257;0,08:04,15:19,134579,1614.95,50,0.00,200,1864.95,1
DP0037,2,0;224;198;60;129;303;1097;298;130;74;1034;0,08:03,16:32,170332,2384.65,100,0.00,300,2784.65,2
