trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;458;573;1098;517;1025;618;375;451;1095;0,08:17,16:30,167805,2349.27,150,6.40,300,2805.67,3
DP0002,1,0;419;615;1031;567;361;431;439;415;1006;0,08:48,17:13,177399,2128.79,100,6.80,200,2435.59,2
DP0003,1,0;449;403;422;1002;629;527;585;491;1004;0,08:05,17:34,198223,2378.68,100,22.00,200,2700.68,2
DP0004,2,0;446;603;644;1018;447;1048;608;1092;513;1055;0,08:29,16:07,127764,1788.70,200,0.00,300,2288.70,4
DP0005,1,0;473;1022;335;1024;563;570;510;356;1067;0,08:37,16:16,120321,1443.85,150,16.00,200,1809.85,3
DP0006,1,0;368;444;1083;421;344;560;506;342;1058;0,08:01,17:13,199992,2399.90,100,14.80,200,2714.70,2
DP0007,1,0;462;609;1064;524;351;1059;659;607;1078;545;1034;0,08:44,17:02,135340,1624.08,200,0.00,200,2024.08,4
DP0008,2,0;637;474;540;583;1007;614;584;371;395;1077;0,08:00,17:43,230870,3232.18,100,0.00,300,3632.18,2
DP0009,1,0;538;453;578;1082;443;427;521;386;595;1073;0,08:30,17:22,189884,2278.61,100,0.00,200,2578.61,2
DP0010,1,0;562;482;450;528;353;1033;382;433;346;1008;0,08:27,17:22,176440,2117.28,100,6.80,200,2424.08,2
DP0011,1,0;627;514;574;1085;647;1084;550;475;401;0,08:13,15:43,145544,1746.53,100,0.00,200,2046.53,2
DP0012,1,0;399;341;571;1090;656;509;479;434;1080;0,09:26,16:38,114014,1368.17,100,8.40,200,1676.57,2
DP0013,1,0;388;452;592;1039;350;667;362;461;1086;0,08:00,16:25,182876,2194.51,100,4.40,200,2498.91,2
DP0014,2,0;1051;655;1088;432;601;504;0,08:00,14:16,113414,1587.80,100,23.20,300,2011.00,2
DP0015,2,0;498;357;651;1093;589;359;1010;579;1041;0,09:07,17:29,190559,2667.83,150,0.00,300,3117.83,3
DP0016,1,0;497;385;660;1054;611;455;472;654;0,08:25,15:16,122276,1467.31,50,8.00,200,1725.31,1
DP0017,1,0;640;1035;511;663;555;393;457;367;1094;480;1028;0,08:20,17:00,153720,1844.64,150,0.00,200,2194.64,3
DP0018,1,0;575;487;379;1100;464;633;588;587;1096;0,08:00,16:19,186772,2241.26,100,0.00,200,2541.26,2
DP0019,1,0;463;1046;539;454;495;512;661;604;516;1061;0,09:19,17:00,124460,1493.52,100,2.40,200,1795.92,2
DP0020,2,0;625;343;390;337;658;469;572;1045;551;1089;0,08:04,17:32,205671,2879.39,100,6.40,300,3285.79,2
DP0021,2,0;542;643;1050;445;536;1069;0,09:02,15:21,123608,1730.51,100,18.80,300,2149.31,2
