trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;188;175;240;15;79;292;216;94;0,08:24,14:48,115832,1621.65,0,0.00,300,1921.65,0
DP0002,1,0;284;217;93;41;259;304;141;0,10:39,15:55,84181,1010.17,0,0.00,200,1210.17,0
DP0003,1,0;102;1023;251;318;85;309;163;148;0,08:26,15:30,124794,1497.53,50,12.40,200,1759.93,1
DP0004,1,0;227;302;197;1068;160;118;265;200;1037;0,08:00,16:28,193862,2326.34,100,0.00,200,2626.34,2
DP0005,1,0;142;320;1062;5;267;222;305;1019;0,08:43,16:16,173838,2086.06,100,0.00,200,2386.06,2
DP0006,1,0;20;215;256;1093;278;19;77;65;295;1053;0,08:00,17:35,219301,2631.61,100,2.00,200,2933.61,2
DP0007,1,0;327;277;42;190;1027;173;1099;221;23;276;1064;0,08:09,17:09,170774,2049.29,150,0.00,200,2399.29,3
DP0008,1,0;128;9;199;151;1080;214;10;314;86;1012;0,09:07,16:38,121532,1458.38,100,0.00,200,1758.38,2
DP0009,1,0;58;31;1054;303;72;308;209;49;83;1082;0,08:33,16:54,150558,1806.70,100,5.60,200,2112.30,2
DP0010,1,0;243;120;1025;1051;187;127;1042;76;201;1078;0,08:04,17:28,194495,2333.94,200,10.40,200,2744.34,4
DP0011,1,0;70;312;100;0,08:14,12:27,133918,1607.02,0,0.00,200,1807.02,0
DP0012,2,0;184;52;16;228;105;1100;75;96;90;1052;0,08:03,16:56,182860,2560.04,100,2.40,300,2962.44,2
DP0013,1,0;1009;21;139;299;0,08:00,15:23,141479,1697.75,50,60.00,200,2007.75,1
DP0014,2,0;7;226;268;138;231;3;1033;0,08:36,16:50,166553,2331.74,50,32.40,300,2714.14,1
DP0015,1,0;194;115;258;206;1039;285;82;230;0,08:00,15:18,160904,1930.85,50,0.00,200,2180.85,1
DP0016,2,0;64;325;69;165;311;1035;0,11:08,16:50,131932,1847.05,50,0.00,300,2197.05,1
DP0017,1,0;237;158;186;36;99;0,08:35,13:20,80454,965.45,0,14.00,200,1179.45,0
DP0018,1,0;316;137;196;331;1088;116;152;322;1070;0,08:33,16:31,168074,2016.89,100,0.40,200,2317.29,2
DP0019,1,0;1077;245;1011;1058;91;1092;0,08:00,14:51,110293,1323.52,200,38.00,200,1761.52,4
DP0020,1,0;14;168;88;71;66;182;44;1055;0,09:36,16:40,113372,1360.46,50,17.60,200,1628.06,1
DP0021,2,0;103;261;132;147;306;162;1041;289;298;1024;0,08:00,16:55,191274,2677.84,100,0.00,300,3077.84,2
DP0022,1,0;129;159;1;213;1010;51;12;274;1083;0,08:00,16:45,197059,2364.71,100,5.60,200,2670.31,2
DP0023,2,0;203;185;262;62;1089;48;219;260;110;1098;0,08:00,17:21,213235,2985.29,100,0.00,300,3385.29,2
DP0024,1,0;153;207;329;78;1048;279;248;0,08:33,14:22,99903,1198.84,50,6.00,200,1454.84,1
DP0025,1,0;174;143;26;1045;50;1074;270;169;146;1066;0,08:00,17:20,207817,2493.80,150,1.60,200,2845.40,3
DP0026,1,0;149;310;282;172;1091;150;130;229;0,08:16,15:14,141177,1694.12,50,1.60,200,1945.72,1
DP0027,1,0;57;17;134;218;84;38;330;323;1079;0,09:17,16:08,112965,1355.58,50,0.00,200,1605.58,1
DP0028,1,0;233;1095;22;176;155;246;29;205;8;0,08:24,15:41,134550,1614.60,50,0.80,200,1865.40,1
DP0029,2,0;4;332;1076;177;140;1057;287;208;178;1072;0,08:43,16:37,139151,1948.11,150,0.00,300,2398.11,3
DP0030,1,0;39;179;192;300;13;0,08:00,15:22,187894,2254.73,0,25.60,200,2480.33,0
DP0031,1,0;272;1060;126;1038;33;1014;191;1013;0,08:17,16:27,116924,1403.09,200,42.00,200,1845.09,4
DP0032,1,0;156;123;73;1016;53;297;1073;74;0,09:08,16:29,145797,1749.56,100,9.20,200,2058.76,2
DP0033,1,0;111;234;225;1002;117;333;1001;68;24;1028;0,08:00,16:50,186862,2242.34,150,0.00,200,2592.34,3
DP0034,1,0;224;244;35;1075;263;122;1006;211;135;125;1096;0,08:03,17:05,172409,2068.91,150,0.00,200,2418.91,3
DP0035,2,0;296;145;60;6;202;136;1032;0,09:13,16:00,116347,1628.86,50,21.20,300,2000.06,1
DP0036,1,0;271;253;1031;56;1056;195;112;1065;0,09:13,16:28,148790,1785.48,150,4.80,200,2140.28,3
DP0037,1,0;189;131;249;1029;326;1050;87;119;11;1049;0,08:40,17:07,166289,1995.47,150,0.00,200,2345.47,3
DP0038,1,0;113;1036;144;1084;1081;108;315;242;1097;0,08:36,17:38,220903,2650.84,200,1.20,200,3052.04,4
DP0039,1,0;288;1018;193;1059;1034;47;1022;269;1015;0,09:22,16:35,125631,1507.57,250,2.80,200,1960.37,5
DP0040,1,0;25;67;1007;239;121;235;241;252;55;1090;0,08:13,17:29,207654,2491.85,100,0.00,200,2791.85,2
DP0041,1,0;220;254;170;164;92;180;161;257;0,08:51,15:17,83218,998.62,0,16.40,200,1215.02,0
DP0042,1,0;101;266;18;1069;321;1003;80;95;307;0,08:34,15:28,115878,1390.54,100,0.00,200,1690.54,2
DP0043,1,0;45;167;294;1040;286;280;301;28;1094;0,08:29,16:57,152854,1834.25,100,19.60,200,2153.85,2
DP0044,1,0;291;54;324;32;1021;236;89;46;1004;0,09:08,16:43,149661,1795.93,100,0.00,200,2095.93,2
DP0045,1,0;250;30;328;40;1063;106;171;0,08:39,14:22,102785,1233.42,50,2.40,200,1485.82,1
DP0046,1,0;313;61;98;1005;97;181;124;1017;0,08:14,15:19,133507,1602.08,100,7.60,200,1909.68,2
DP0047,1,0;109;198;238;210;1087;104;2;1071;27;1043;0,08:13,17:09,175687,2108.24,150,7.20,200,2465.44,3
DP0048,1,0;273;81;264;63;232;1061;212;1030;293;1086;0,08:52,17:02,152967,1835.60,150,0.00,200,2185.60,3
DP0049,2,0;157;133;275;290;1044;223;166;114;1008;0,08:24,16:39,122319,1712.47,100,29.20,300,2141.67,2
DP0050,1,0;281;107;183;34;1047;1020;317;1026;0,09:48,16:44,132358,1588.30,150,4.80,200,1943.10,3
DP0051,2,0;154;37;1046;319;283;0,10:45,14:43,70643,989.00,50,0.00,300,1339.00,1
DP0052,1,0;247;59;1085;255;204;1067;43;0,08:48,14:43,117268,1407.22,100,0.00,200,1707.22,2
