trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;863;1048;991;1022;846;693;1046;0,08:34,14:07,99048,1188.58,150,0.00,200,1538.58,3
DP0002,1,0;893;786;882;1026;835;0,08:00,16:32,135753,1629.04,50,78.80,200,1957.84,1
DP0003,2,0;925;756;777;1035;902;923;990;1043;0,08:32,15:21,118813,1663.38,100,8.80,300,2072.18,2
DP0004,1,0;797;981;1081;901;1007;731;702;845;1023;0,08:48,17:26,194659,2335.91,150,4.00,200,2689.91,3
DP0005,1,0;982;695;827;1099;898;1034;0,08:07,15:20,146570,1758.84,100,29.60,200,2088.44,2
DP0006,1,0;830;988;805;735;778;873;694;0,08:16,14:44,126534,1518.41,0,9.20,200,1727.61,0
DP0007,1,0;796;1066;703;1058;834;1031;740;713;857;1027;0,08:28,17:18,187054,2244.65,200,0.00,200,2644.65,4
DP0008,2,0;839;821;766;963;858;890;983;1054;0,08:37,16:26,167412,2343.77,50,8.80,300,2702.57,1
DP0009,1,0;956;987;1083;762;696;864;892;994;1052;0,08:00,17:12,205877,2470.52,100,12.00,200,2782.52,2
DP0010,1,0;809;792;966;900;671;1100;711;905;1075;0,08:26,16:29,172906,2074.87,100,0.00,200,2374.87,2
DP0011,2,0;903;722;986;737;704;706;1073;0,08:09,16:51,129326,1810.56,50,61.20,300,2221.76,1
DP0012,1,0;673;817;794;861;1069;686;904;0,08:54,14:58,123378,1480.54,50,0.00,200,1730.54,1
DP0013,1,0;763;911;826;992;700;1037;791;945;897;967;1049;0,08:42,16:39,117013,1404.16,100,0.00,200,1704.16,2
DP0014,2,0;899;1032;814;730;1021;912;675;880;0,08:38,16:05,119984,1679.78,100,23.60,300,2103.38,2
DP0015,2,0;941;999;1071;725;674;1068;915;913;1000;1063;0,08:22,16:34,156673,2193.42,150,0.00,300,2643.42,3
DP0016,1,0;699;738;934;840;1092;753;980;919;0,08:26,15:30,140096,1681.15,50,4.80,200,1935.95,1
DP0017,2,0;955;938;720;1082;993;758;724;0,08:31,16:08,123158,1724.21,50,38.40,300,2112.61,1
DP0018,2,0;933;780;958;926;1039;833;952;942;824;1090;0,08:00,17:15,208229,2915.21,100,0.00,300,3315.21,2
DP0019,1,0;744;1004;733;1053;875;838;1065;0,08:09,14:48,143870,1726.44,150,4.80,200,2081.24,3
DP0020,2,0;946;804;985;878;1009;1087;877;964;0,08:00,15:39,178362,2497.07,100,0.00,300,2897.07,2
DP0021,2,0;856;843;798;783;800;940;785;0,08:46,15:04,107081,1499.13,0,14.40,300,1813.53,0
DP0022,1,0;684;874;828;1047;847;1057;812;1003;0,08:01,16:39,150439,1805.27,150,36.80,200,2192.07,3
DP0023,1,0;801;855;808;676;803;969;852;1015;0,09:50,16:02,97275,1167.30,50,4.00,200,1421.30,1
DP0024,1,0;813;1096;939;759;689;932;0,08:43,13:48,70765,849.18,50,14.40,200,1113.58,1
DP0025,1,0;871;891;1025;978;1001;765;971;0,09:05,15:31,142754,1713.05,100,0.00,200,2013.05,2
DP0026,1,0;754;682;922;806;680;752;970;678;0,09:17,15:15,95274,1143.29,0,0.00,200,1343.29,0
DP0027,2,0;886;736;822;961;1006;0,08:00,16:29,151045,2114.63,50,70.00,300,2534.63,1
DP0028,1,0;1033;768;769;774;984;895;669;1059;0,08:00,17:15,171249,2054.99,100,42.00,200,2396.99,2
DP0029,1,0;953;670;832;908;1016;760;948;761;1014;0,08:00,16:12,181155,2173.86,100,0.00,200,2473.86,2
DP0030,1,0;931;968;729;1002;836;1045;888;1091;0,08:00,17:01,198378,2380.54,150,23.60,200,2754.14,3
DP0031,1,0;802;1012;947;974;716;975;714;949;1061;692;1030;0,08:48,16:43,109958,1319.50,150,3.20,200,1672.70,3
DP0032,1,0;747;851;687;1089;935;1074;896;1050;0,08:29,16:18,187189,2246.27,150,0.00,200,2596.27,3
DP0033,1,0;850;996;746;976;1084;937;876;679;1086;0,08:34,16:13,142135,1705.62,100,5.20,200,2010.82,2
DP0034,2,0;989;884;867;972;772;920;0,08:25,15:00,123957,1735.40,0,25.20,300,2060.60,0
DP0035,2,0;853;825;751;1019;781;709;757;776;885;1079;0,08:09,16:36,143851,2013.91,100,11.60,300,2425.51,2
DP0036,1,0;788;770;1020;872;681;1062;701;811;928;1076;0,08:02,16:43,177932,2135.18,150,1.20,200,2486.38,3
DP0037,1,0;1028;707;842;779;918;1064;0,08:00,16:00,94299,1131.59,100,74.00,200,1505.59,2
DP0038,1,0;998;712;1070;979;1029;668;1072;0,09:13,16:51,144008,1728.10,150,28.00,200,2106.10,3
DP0039,1,0;831;916;1056;691;739;787;795;829;1041;0,08:39,17:17,168686,2024.23,100,16.40,200,2340.63,2
DP0040,2,0;688;775;723;879;727;784;0,08:00,15:55,192243,2691.40,0,24.40,300,3015.80,0
DP0041,1,0;782;862;743;860;959;1097;726;944;1036;1067;0,08:17,16:31,156063,1872.76,150,0.40,200,2223.16,3
DP0042,2,0;894;773;927;881;677;742;0,08:47,15:25,110207,1542.90,0,32.40,300,1875.30,0
DP0043,1,0;849;698;962;1010;869;957;708;889;1093;0,08:42,18:03,193088,2317.06,100,22.00,200,2639.06,2
DP0044,1,0;755;950;1005;917;924;1040;883;965;960;732;0,08:18,16:17,146269,1755.23,100,0.00,200,2055.23,2
DP0045,1,0;1088;1095;818;1094;734;0,08:00,15:58,117489,1409.87,150,73.60,200,1833.47,3
DP0046,1,0;816;868;921;854;1078;705;929;750;789;1018;0,08:37,17:00,132814,1593.77,100,15.20,200,1908.97,2
DP0047,1,0;767;865;820;710;717;954;793;0,09:19,14:19,71725,860.70,0,0.00,200,1060.70,0
DP0048,1,0;697;870;1060;997;672;748;936;837;0,08:50,16:14,123675,1484.10,50,20.80,200,1754.90,1
DP0049,2,0;719;1098;745;995;1051;0,08:43,14:58,114320,1600.48,100,33.60,300,2034.08,2
DP0050,1,0;764;819;1042;859;683;1024;1013;810;799;0,08:48,16:00,131187,1574.24,150,0.00,200,1924.24,3
DP0051,1,0;943;1044;887;973;1080;909;0,08:54,14:31,94394,1132.73,100,16.40,200,1449.13,2
DP0052,1,0;866;715;741;721;749;0,09:37,13:34,69277,831.32,0,0.00,200,1031.32,0
DP0053,1,0;728;690;914;823;1077;951;1011;848;906;807;0,08:09,16:10,144058,1728.70,100,1.60,200,2030.30,2
DP0054,2,0;841;930;977;771;1038;685;844;815;1008;0,09:10,15:52,105027,1470.38,100,0.00,300,1870.38,2
DP0055,2,0;907;1055;910;1085;718;0,09:35,14:37,87707,1227.90,100,17.60,300,1645.50,2
DP0056,1,0;790;0,12:49,13:41,18142,217.70,0,0.00,200,417.70,0
