trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;1001;844;0,08:00,14:07,106168,1274.02,50,71.20,200,1595.22,1
DP0002,1,0;865;820;798;826;783;791;784;810;1032;0,09:14,16:08,116060,1392.72,50,0.00,200,1642.72,1
DP0003,1,0;841;870;1054;832;1075;845;785;1066;0,09:10,16:36,162652,1951.82,150,2.40,200,2304.22,3
DP0004,1,0;792;821;780;1083;1045;787;889;869;1010;0,08:11,16:59,203156,2437.87,150,4.80,200,2792.67,3
DP0005,2,0;797;1040;878;1009;882;864;1074;822;1089;0,08:48,17:56,206973,2897.62,200,10.40,300,3408.02,4
DP0006,1,0;850;866;805;1099;852;803;1061;799;1096;0,08:34,16:43,172326,2067.91,150,3.20,200,2421.11,3
DP0007,1,0;782;830;1038;839;859;1039;888;1042;883;1098;0,08:17,17:24,194296,2331.55,200,3.60,200,2735.15,4
DP0008,1,0;1014;873;1094;824;0,08:00,15:43,105947,1271.36,100,85.60,200,1656.96,2
DP0009,2,0;804;886;1033;860;1005;880;1006;0,08:00,15:14,183332,2566.65,150,0.00,300,3016.65,3
DP0010,1,0;831;843;1031;800;842;877;881;857;1011;0,08:39,17:24,195099,2341.19,100,6.00,200,2647.19,2
DP0011,1,0;863;1077;827;1016;823;1027;838;1034;0,08:34,15:16,131019,1572.23,200,0.00,200,1972.23,4
DP0012,1,0;825;884;1007;833;836;879;1002;0,08:38,15:55,166968,2003.62,100,9.20,200,2312.82,2
DP0013,2,0;794;828;1051;872;1020;847;1057;812;1072;0,08:53,16:40,144038,2016.53,200,7.20,300,2523.73,4
DP0014,1,0;871;849;875;1041;834;1056;829;858;1093;0,09:05,17:35,175603,2107.24,150,9.60,200,2466.84,3
DP0015,1,0;853;867;851;1068;779;1024;815;1049;0,08:09,16:29,158286,1899.43,150,26.40,200,2275.83,3
DP0016,1,0;802;817;1021;814;807;1078;848;789;1092;0,08:48,17:10,166182,1994.18,150,10.40,200,2354.58,3
DP0017,1,0;862;1100;819;887;1050;861;818;835;1019;0,08:13,16:30,186141,2233.69,150,0.00,200,2583.69,3
DP0018,2,0;1029;811;1062;786;1025;0,08:00,17:08,142892,2000.49,150,89.60,300,2540.09,3
DP0019,2,0;855;808;790;1046;0,10:36,14:23,62129,869.81,50,11.60,300,1231.41,1
DP0020,2,0;816;868;1022;796;1018;840;1058;876;1084;0,08:37,15:42,124942,1749.19,200,0.00,300,2249.19,4
DP0021,1,0;781;788;874;1070;885;1079;837;1047;0,08:23,17:07,187587,2251.04,150,21.20,200,2622.24,3
DP0022,2,0;856;801;809;806;1053;795;1003;1069;0,08:46,16:52,182208,2550.91,150,9.20,300,3010.11,3
DP0023,2,0;813;1055;846;854;1065;793;0,08:43,14:17,93390,1307.46,100,15.20,300,1722.66,2
