maxDistance, totalDistance
148498.0	106168.0
193999.0	116060.0
231568.0	162652.0
228257.0	203156.0
260370.0	206973.0
257459.0	172326.0
248556.0	194296.0
157898.0	105947.0
265247.0	183332.0
259997.0	195099.0
201855.0	131019.0
208994.0	166968.0
255154.0	144038.0
221092.0	175603.0
243446.0	158286.0
230884.0	166182.0
260039.0	186141.0
215392.0	142892.0
172017.0	62129.0
214951.0	124942.0
245661.0	187587.0
272381.0	182208.0
176224.0	93390.0

breakDistanceCount: 0
totalCost: Optional[54085.336000000025]
totalDistance: Optional[3567394.0]
