trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;131;1029;196;1020;34;317;305;68;55;1095;0,08:32,17:21,185238,2593.33,150,0.4,300,3043.73,3
DP0002,1,0;123;144;271;1011;279;99;248;148;0,08:04,14:59,130314,1563.77,50,5.2,200,1818.97,1
DP0003,1,0;111;185;50;39;1083;19;274;77;295;1082;0,08:00,17:35,207073,2484.88,100,8.4,200,2793.28,2
DP0004,1,0;7;133;321;183;1003;311;1076;0,08:36,15:41,108992,1307.9,100,32.0,200,1639.9,2
DP0005,1,0;113;59;1078;193;1034;255;74;1018;293;1055;0,08:36,16:38,136529,1638.35,200,5.2,200,2043.55,4
DP0006,1,0;188;240;140;79;84;1035;208;178;1019;0,08:24,16:30,126285,1515.42,100,24.0,200,1839.42,2
DP0007,1,0;157;332;129;210;1098;222;301;119;24;1026;0,08:24,16:53,162311,1947.73,100,2.8,200,2250.53,2
DP0008,1,0;1013;30;1023;186;283;0,08:00,13:47,93015,1116.18,100,33.2,200,1449.38,2
DP0009,1,0;52;115;1040;32;85;33;259;229;0,08:22,15:47,153418,1841.02,50,6.8,200,2097.82,1
DP0010,1,0;254;291;155;331;116;1088;80;28;1094;0,09:19,17:10,159910,1918.92,100,1.6,200,2220.52,2
DP0011,1,0;1014;81;60;1068;286;139;260;1085;0,08:00,16:06,164112,1969.34,150,17.6,200,2336.94,3
DP0012,1,0;63;272;195;1022;0,10:37,15:37,114460,1373.52,50,16.4,200,1639.92,1
DP0013,2,0;227;67;179;51;300;1007;13;315;1075;0,08:00,16:55,215885,3022.39,100,0.0,300,3422.39,2
DP0014,2,0;243;312;48;285;1054;23;182;1015;0,08:04,16:14,187065,2618.91,100,7.6,300,3026.51,2
DP0015,1,0;288;264;168;71;66;1099;44;1092;0,09:22,17:04,138419,1661.03,100,20.4,200,1981.43,2
DP0016,2,0;184;320;302;21;1045;299;1009;298;1043;0,08:03,16:55,206597,2892.36,150,3.6,300,3345.96,3
DP0017,2,0;102;1091;31;253;1006;172;211;289;135;125;1037;0,08:26,16:52,140783,1970.96,150,0.0,300,2420.96,3
DP0018,1,0;174;143;26;1093;1041;263;297;112;86;1064;0,08:00,16:47,183477,2201.72,150,1.2,200,2552.92,3
DP0019,1,0;158;237;170;180;161;1072;0,09:37,14:20,71452,857.42,50,5.2,200,1112.62,1
DP0020,1,0;261;16;1056;56;1053;83;2;166;114;1008;0,08:00,16:53,172477,2069.72,150,7.6,200,2427.32,3
DP0021,1,0;220;1067;36;1005;6;252;241;219;87;1050;0,08:51,17:22,166210,1994.52,150,2.4,200,2346.92,3
DP0022,1,0;120;70;258;1039;105;65;108;46;265;1052;0,08:00,17:11,204793,2457.52,100,0.0,200,2757.52,2
DP0023,1,0;281;324;175;1057;287;95;0,09:48,15:21,105650,1267.8,50,9.2,200,1527.0,1
DP0024,1,0;203;234;225;1087;214;93;41;136;1096;0,08:00,15:55,167064,2004.77,100,0.0,200,2304.77,2
DP0025,1,0;153;207;88;78;1061;232;212;269;1030;0,08:33,15:42,110869,1330.43,100,8.0,200,1638.43,2
DP0026,1,0;4;284;106;40;246;29;205;141;0,08:43,15:50,85834,1030.01,0,32.0,200,1262.01,0
DP0027,1,0;167;251;1097;72;278;308;75;49;201;1036;0,08:19,17:00,178700,2144.4,100,0.0,200,2444.4,2
DP0028,2,0;224;198;262;206;117;1021;82;1090;223;1049;0,08:03,16:33,170711,2389.95,150,0.0,300,2839.95,3
DP0029,2,0;233;109;1051;290;310;171;43;230;1017;0,08:24,15:45,128951,1805.31,100,4.8,300,2210.11,2
DP0030,1,0;42;35;1;213;192;1074;270;12;235;1010;0,08:40,17:59,211650,2539.8,100,0.0,200,2839.8,2
DP0031,2,0;194;100;197;267;1001;138;280;169;146;1071;0,08:00,17:14,191553,2681.74,100,7.2,300,3088.94,2
DP0032,2,0;20;132;147;159;121;1002;209;90;104;1080;0,08:00,17:02,197593,2766.3,100,0.0,300,3166.3,2
DP0033,1,0;58;1004;303;98;228;1033;89;242;76;1069;0,08:33,17:00,168010,2016.12,150,0.0,200,2366.12,3
DP0034,1,0;250;273;247;190;1066;130;1027;0,08:39,15:27,140177,1682.12,100,10.4,200,1992.52,2
DP0035,1,0;266;282;126;318;1060;97;10;1024;0,08:58,15:30,123431,1481.17,100,0.0,200,1781.17,2
DP0036,1,0;57;189;216;292;38;330;307;0,09:17,15:24,91896,1102.75,0,17.6,200,1320.35,0
DP0037,1,0;25;61;1089;239;62;231;110;3;1073;0,08:13,17:19,181432,2177.18,100,21.2,200,2498.38,2
DP0038,1,0;128;17;92;94;257;0,09:07,14:57,67065,804.78,0,46.8,200,1051.58,0
DP0039,1,0;101;328;238;1081;236;96;1038;191;1084;0,08:34,17:05,159296,1911.55,150,18.0,200,2279.55,3
DP0040,2,0;103;244;215;162;156;1065;53;314;276;1032;0,08:00,17:08,201766,2824.72,100,0.0,300,3224.72,2
DP0041,1,0;1016;150;163;47;1086;0,08:00,15:47,111974,1343.69,100,71.6,200,1715.29,2
DP0042,1,0;14;329;1048;204;181;309;200;1012;0,09:36,16:11,126391,1516.69,100,0.0,200,1816.69,2
DP0043,1,0;54;134;177;1047;326;152;322;323;1079;0,09:36,17:09,147414,1768.97,100,0.0,200,2068.97,2
DP0044,2,0;137;22;316;325;176;5;69;165;1062;0,08:33,15:59,143649,2011.09,50,0.0,300,2361.09,1
DP0045,1,0;313;294;145;1044;275;118;107;0,08:14,14:15,123103,1477.24,50,0.0,200,1727.24,1
DP0046,1,0;9;18;199;226;1042;187;127;202;27;11;1028;0,08:34,17:05,145720,1748.64,100,0.0,200,2048.64,2
DP0047,2,0;154;37;1046;319;124;0,10:45,14:35,64264,899.7,50,0.0,300,1249.7,1
DP0048,1,0;1070;249;15;218;160;0,08:00,13:33,114495,1373.94,50,16.8,200,1640.74,1
DP0049,1,0;1100;306;122;173;91;1077;0,08:00,14:53,165368,1984.42,100,12.4,200,2296.82,2
DP0050,1,0;149;142;268;333;1025;151;304;8;0,08:16,15:32,129850,1558.2,50,13.6,200,1821.8,1
DP0051,1,0;327;277;256;1031;73;245;1058;221;1059;0,08:09,15:49,153892,1846.7,150,0.0,200,2196.7,3
DP0052,2,0;45;296;217;1063;64;164;0,08:29,13:46,98565,1379.91,50,6.4,300,1736.31,1
DP0053,1,0;1069;435;496;0,08:00,14:13,90187,1082.24,50,69.2,200,1401.44,1
DP0054,1,0;497;1027;404;1011;414;447;546;516;512;1034;0,08:25,17:05,165339,1984.07,150,7.6,200,2341.67,3
DP0055,2,0;501;541;338;531;470;481;451;1076;0,09:11,16:31,136928,1916.99,50,12.0,300,2278.99,1
DP0056,1,0;410;488;416;1040;469;395;551;439;1075;0,08:24,17:19,188614,2263.37,100,13.2,200,2576.57,2
DP0057,1,0;462;473;441;1015;446;495;1061;397;1022;0,08:44,15:30,109184,1310.21,150,0.0,200,1660.21,3
DP0058,1,0;444;474;1083;427;353;344;386;415;1094;0,08:09,16:50,204422,2453.06,100,0.0,200,2753.06,2
DP0059,1,0;467;403;549;517;486;1001;556;471;1079;0,08:41,16:48,176642,2119.7,100,0.0,200,2419.7,2
DP0060,1,0;460;422;540;337;1089;1074;371;1010;431;1031;0,08:04,17:26,205514,2466.17,200,4.0,200,2870.17,4
DP0061,1,0;542;399;341;485;393;457;536;530;1051;0,09:02,16:19,130397,1564.76,50,2.4,200,1817.16,1
DP0062,1,0;1085;429;484;519;433;362;1005;346;1004;0,08:00,17:09,174862,2098.34,150,25.6,200,2473.94,3
DP0063,1,0;553;408;511;432;1029;1020;499;373;339;1019;0,08:54,17:10,159413,1912.96,150,0.0,200,2262.96,3
DP0064,1,0;400;334;413;492;396;1060;438;477;525;1043;0,09:09,16:57,135195,1622.34,100,0.0,200,1922.34,2
DP0065,1,0;347;390;424;421;537;1007;521;506;1059;0,08:00,16:30,191283,2295.4,100,2.0,200,2597.4,2
DP0066,1,0;538;426;407;1058;1077;545;1018;513;1048;0,08:30,16:01,138255,1659.06,200,4.0,200,2063.06,4
DP0067,1,0;487;1002;350;533;1100;406;1021;508;1044;0,08:00,16:49,199875,2398.5,200,5.2,200,2803.7,4
DP0068,1,0;514;357;1093;498;548;381;505;1016;503;1056;0,08:38,17:55,189317,2271.8,150,10.0,200,2631.8,3
DP0069,2,0;1050;445;387;348;523;1047;0,08:00,15:08,123383,1727.36,100,38.8,300,2166.16,2
DP0070,2,0;402;370;1053;388;1045;359;527;547;1006;0,08:38,17:00,188482,2638.75,150,0.0,300,3088.75,3
DP0071,1,0;340;420;376;554;1035;418;398;1095;490;1026;1003;0,08:56,17:46,156217,1874.6,200,2.8,200,2277.4,4
DP0072,2,0;458;358;500;405;1033;367;1025;434;1037;0,08:17,17:01,207887,2910.42,150,0.0,300,3360.42,3
DP0073,1,0;368;1041;385;1091;351;524;1064;510;1013;0,08:01,15:40,153157,1837.88,200,0.0,200,2237.88,4
DP0074,1,0;539;394;453;1078;365;1092;383;1099;342;1023;0,08:48,17:10,162976,1955.71,200,0.0,200,2355.71,4
DP0075,1,0;534;1098;452;363;1068;552;1090;509;1014;0,08:13,16:32,175355,2104.26,200,5.2,200,2509.46,4
DP0076,1,0;543;428;442;423;532;544;1012;0,09:06,14:26,89171,1070.05,50,0.0,200,1320.05,1
DP0077,1,0;456;392;366;1082;378;375;491;1073;0,08:29,16:36,159591,1915.09,100,20.4,200,2235.49,2
DP0078,1,0;354;1017;380;352;476;520;0,10:47,15:36,73032,876.38,50,6.8,200,1133.18,1
DP0079,2,0;518;336;369;411;419;1065;454;1046;0,08:28,14:46,111962,1567.47,100,0.0,300,1967.47,2
DP0080,1,0;464;528;355;361;1097;1024;479;345;1084;0,08:31,16:41,180592,2167.1,150,0.0,200,2517.1,3
DP0081,1,0;449;483;379;1039;343;443;1009;372;412;1036;0,08:05,17:34,220632,2647.58,150,0.0,200,2997.58,3
DP0082,1,0;1042;377;1088;504;1072;0,08:00,14:51,133969,1607.63,150,39.2,200,1996.83,3
DP0083,1,0;384;1087;507;1081;465;417;550;356;1032;0,08:38,16:16,152848,1834.18,150,0.0,200,2184.18,3
DP0084,1,0;364;409;482;450;1054;468;1063;401;535;1096;0,08:41,16:50,153377,1840.52,150,0.0,200,2190.52,3
DP0085,1,0;502;466;430;1038;493;461;382;1080;480;1071;0,08:42,17:02,161951,1943.41,150,0.0,200,2293.41,3
DP0086,1,0;448;374;1070;555;425;515;1057;494;436;1052;0,08:07,17:07,180629,2167.55,150,7.2,200,2524.75,3
