maxDistance, totalDistance
236495.0	150428.0
223827.0	152190.0
242925.0	190593.0
226584.0	157016.0
238720.0	188603.0
245597.0	178342.0
189997.0	126300.0
261179.0	215690.0
316558.0	283161.0
288781.0	221792.0
244068.0	202042.0
189434.0	144047.0
253177.0	201594.0
232515.0	174441.0
221254.0	159352.0
224276.0	172674.0
256264.0	186587.0
239962.0	146657.0
153134.0	93440.0
215009.0	137312.0
122061.0	117327.0

breakDistanceCount: 0
totalCost: Optional[51215.992000000006]
totalDistance: Optional[3599588.0]
