maxDistance, totalDistance
129827.0	90187.0
236175.0	165339.0
223917.0	136928.0
243568.0	188614.0
185225.0	109184.0
270236.0	204422.0
248220.0	176642.0
257097.0	205514.0
194094.0	130397.0
233939.0	174862.0
233311.0	159413.0
214127.0	135195.0
262521.0	191283.0
209817.0	138255.0
266741.0	199875.0
233709.0	189317.0
201457.0	123383.0
270397.0	188482.0
225397.0	156217.0
304870.0	207887.0
230892.0	153157.0
229043.0	162976.0
243904.0	175355.0
178357.0	89171.0
223989.0	159591.0
121583.0	73032.0
221850.0	111962.0
250601.0	180592.0
282660.0	220632.0
225085.0	133969.0
230787.0	152848.0
238510.0	153377.0
225786.0	161951.0
248218.0	180629.0
178282.0	98799.0
139324.0	110757.0
205805.0	120645.0
189981.0	121065.0

breakDistanceCount: 0
totalCost: Optional[84976.532]
totalDistance: Optional[5831904.0]
