trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;635;575;637;766;736;1045;572;1010;708;620;1039;0,08:00,17:46,208297,2499.56,150,0.00,200,2849.56,3
DP0002,2,0;763;697;1087;730;683;1060;778;1014;0,08:42,15:13,123091,1723.27,150,0.00,300,2173.27,3
DP0003,2,0;615;1031;690;728;1016;740;617;669;1084;0,08:08,17:00,156322,2188.51,150,27.20,300,2665.71,3
DP0004,1,0;625;592;775;583;731;1089;585;1100;0,08:04,17:17,175394,2104.73,100,38.80,200,2443.53,2
DP0005,2,0;738;603;608;621;1058;750;1061;692;1015;0,09:05,16:34,134588,1884.23,150,4.40,300,2338.63,3
DP0006,2,0;574;657;642;651;760;1093;588;587;1091;0,08:50,16:48,168063,2352.88,100,0.00,300,2752.88,2
DP0007,2,0;751;777;665;663;601;1035;757;650;1049;0,08:23,15:49,127495,1784.93,100,6.80,300,2191.73,2
DP0008,1,0;722;768;729;1074;762;584;594;1040;0,08:07,16:35,175719,2108.63,100,20.80,200,2429.43,2
DP0009,1,0;559;1088;586;1003;624;557;600;732;1028;0,08:37,17:01,172077,2064.92,150,9.60,200,2424.52,3
DP0010,1,0;773;691;636;1053;659;705;590;1046;0,08:36,15:59,165303,1983.64,100,0.00,200,2283.64,2
DP0011,1,0;596;589;633;1056;558;576;679;1034;0,08:43,16:34,172241,2066.89,100,8.40,200,2375.29,2
DP0012,1,0;670;698;567;1083;739;774;702;629;1002;0,08:39,17:29,196940,2363.28,100,7.60,200,2670.88,2
DP0013,1,0;631;769;1036;726;1082;632;711;713;579;1041;0,08:00,17:21,213631,2563.57,150,0.00,200,2913.57,3
DP0014,2,0;720;743;723;571;1090;685;581;630;727;1044;0,08:44,16:51,147251,2061.51,100,2.40,300,2463.91,2
DP0015,1,0;653;747;597;1068;623;671;704;758;675;1059;0,08:09,17:06,191925,2303.10,100,0.00,200,2603.10,2
DP0016,2,0;1001;643;674;649;560;639;724;1023;0,08:00,16:39,191043,2674.60,100,18.00,300,3092.60,2
DP0017,1,0;645;577;602;716;689;700;641;654;1030;0,09:18,16:12,114606,1375.27,50,0.80,200,1626.07,1
DP0018,2,0;1009;1081;0,08:00,11:17,113403,1587.64,100,0.00,300,1987.64,2
DP0019,1,0;564;703;733;1097;737;1033;734;1038;0,08:22,17:17,174681,2096.17,150,32.40,200,2478.57,3
DP0020,1,0;699;755;1005;771;1080;664;1079;709;776;1019;0,08:26,16:19,140114,1681.37,200,0.00,200,2081.37,4
DP0021,1,0;578;610;1085;611;647;628;662;1075;619;1065;0,08:46,17:21,174386,2092.63,150,0.00,200,2442.63,3
DP0022,1,0;744;1021;622;1095;626;1052;0,08:09,15:00,141378,1696.54,150,23.20,200,2069.74,3
DP0023,1,0;695;746;1073;735;1004;761;568;706;1063;0,08:50,16:38,160470,1925.64,150,0.00,200,2275.64,3
DP0024,1,0;580;666;644;627;1048;676;661;1099;607;1092;0,09:02,17:14,154508,1854.10,150,0.00,200,2204.10,3
DP0025,1,0;770;1029;598;681;566;1070;1057;668;1051;0,08:00,16:24,191986,2303.83,200,0.00,200,2703.83,4
DP0026,2,0;756;1076;712;655;1047;772;1020;638;1025;0,08:54,16:47,165816,2321.42,200,0.00,300,2821.42,4
DP0027,1,0;688;1007;658;687;614;696;599;667;595;1024;0,08:00,17:05,199457,2393.48,100,0.00,200,2693.48,2
DP0028,1,0;593;682;752;680;563;677;714;1096;0,08:44,15:30,112629,1351.55,50,10.80,200,1612.35,1
DP0029,2,0;565;1054;660;582;1006;718;753;1055;0,08:39,15:59,120341,1684.77,150,20.40,300,2155.17,3
DP0030,2,0;684;634;1062;618;1026;1071;748;1043;0,08:01,15:31,171328,2398.59,200,0.00,300,2898.59,4
DP0031,2,0;646;764;562;707;648;686;1094;678;1032;0,08:26,16:06,154109,2157.53,100,0.00,300,2557.53,2
DP0032,2,0;606;719;573;1042;745;672;656;694;1037;0,08:33,16:03,137352,1922.93,100,4.00,300,2326.93,2
DP0033,1,0;717;710;749;1017;612;1086;0,10:44,15:27,83130,997.56,100,0.00,200,1297.56,2
DP0034,1,0;605;754;1022;693;759;570;561;1008;742;1011;0,08:47,17:24,175955,2111.46,150,0.00,200,2461.46,3
DP0035,2,0;715;613;725;1098;701;591;1072;0,09:32,15:49,136432,1910.05,100,0.00,300,2310.05,2
DP0036,1,0;640;673;741;721;1050;569;765;1069;0,08:20,15:53,165413,1984.96,100,4.00,200,2288.96,2
DP0037,1,0;767;1012;616;609;1018;604;652;1067;0,09:19,16:41,158873,1906.48,150,2.40,200,2258.88,3
