trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;131;1029;196;1020;34;317;305;68;55;1095;0,08:32,17:21,185238,2593.33,150,0.40,300,3043.73,3
DP0002,1,0;123;144;271;1011;279;99;248;148;0,08:04,14:59,130314,1563.77,50,5.20,200,1818.97,1
DP0003,1,0;111;185;50;39;1083;19;274;77;295;1082;0,08:00,17:35,207073,2484.88,100,8.40,200,2793.28,2
DP0004,1,0;7;133;321;183;1003;311;1076;0,08:36,15:41,108992,1307.90,100,32.00,200,1639.90,2
DP0005,1,0;113;59;1078;193;1034;255;74;1018;293;1055;0,08:36,16:38,136529,1638.35,200,5.20,200,2043.55,4
DP0006,1,0;188;240;140;79;84;1035;208;178;1019;0,08:24,16:30,126285,1515.42,100,24.00,200,1839.42,2
DP0007,1,0;157;332;129;210;1098;222;301;119;24;1026;0,08:24,16:53,162311,1947.73,100,2.80,200,2250.53,2
DP0008,1,0;1013;30;1023;186;283;0,08:00,13:47,93015,1116.18,100,33.20,200,1449.38,2
DP0009,1,0;52;115;1040;32;85;33;259;229;0,08:22,15:47,153418,1841.02,50,6.80,200,2097.82,1
DP0010,1,0;254;291;155;331;116;1088;80;28;1094;0,09:19,17:10,159910,1918.92,100,1.60,200,2220.52,2
DP0011,1,0;1014;81;60;1068;286;139;260;1085;0,08:00,16:06,164112,1969.34,150,17.60,200,2336.94,3
DP0012,1,0;63;272;195;1022;0,10:37,15:37,114460,1373.52,50,16.40,200,1639.92,1
DP0013,2,0;227;67;179;51;300;1007;13;315;1075;0,08:00,16:55,215885,3022.39,100,0.00,300,3422.39,2
DP0014,2,0;243;312;48;285;1054;23;182;1015;0,08:04,16:14,187065,2618.91,100,7.60,300,3026.51,2
DP0015,1,0;288;264;168;71;66;1099;44;1092;0,09:22,17:04,138419,1661.03,100,20.40,200,1981.43,2
DP0016,2,0;184;320;302;21;1045;299;1009;298;1043;0,08:03,16:55,206597,2892.36,150,3.60,300,3345.96,3
DP0017,2,0;102;1091;31;253;1006;172;211;289;135;125;1037;0,08:26,16:52,140783,1970.96,150,0.00,300,2420.96,3
DP0018,1,0;174;143;26;1093;1041;263;297;112;86;1064;0,08:00,16:47,183477,2201.72,150,1.20,200,2552.92,3
DP0019,1,0;158;237;170;180;161;1072;0,09:37,14:20,71452,857.42,50,5.20,200,1112.62,1
DP0020,1,0;261;16;1056;56;1053;83;2;166;114;1008;0,08:00,16:53,172477,2069.72,150,7.60,200,2427.32,3
DP0021,1,0;220;1067;36;1005;6;252;241;219;87;1050;0,08:51,17:22,166210,1994.52,150,2.40,200,2346.92,3
DP0022,1,0;120;70;258;1039;105;65;108;46;265;1052;0,08:00,17:11,204793,2457.52,100,0.00,200,2757.52,2
DP0023,1,0;281;324;175;1057;287;95;0,09:48,15:21,105650,1267.80,50,9.20,200,1527.00,1
DP0024,1,0;203;234;225;1087;214;93;41;136;1096;0,08:00,15:55,167064,2004.77,100,0.00,200,2304.77,2
DP0025,1,0;153;207;88;78;1061;232;212;269;1030;0,08:33,15:42,110869,1330.43,100,8.00,200,1638.43,2
