trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;988;986;927;1004;977;990;1024;964;1023;0,08:43,16:22,150428,2105.99,150,1.20,300,2557.19,3
DP0002,1,0;911;894;1075;976;951;969;1015;949;1061;0,08:39,16:15,152190,1826.28,150,0.00,200,2176.28,3
DP0003,1,0;989;1057;998;1020;904;960;1070;0,08:25,16:54,190593,2287.12,150,26.40,200,2663.52,3
DP0004,1,0;996;934;991;1099;944;898;929;906;1018;0,08:25,16:59,157016,1884.19,100,20.40,200,2204.59,2
DP0005,1,0;925;1003;954;1072;932;979;1029;0,08:32,16:32,188603,2263.24,150,16.00,200,2629.24,3
DP0006,1,0;955;1079;902;1052;936;971;1095;967;1035;0,08:31,17:32,178342,2140.10,200,20.40,200,2560.50,4
DP0007,1,0;1087;942;970;1051;0,08:00,16:00,126300,1515.60,100,82.40,200,1898.00,2
DP0008,1,0;903;933;968;926;1074;952;957;1093;0,08:09,17:05,215690,2588.28,100,12.80,200,2901.08,2
DP0009,1,0;953;916;1010;962;1073;948;993;895;1089;0,08:00,18:21,283161,3397.93,150,2.00,200,3749.93,3
DP0010,1,0;931;956;958;1083;935;892;1000;928;1076;0,08:00,17:00,221792,2661.50,100,0.00,200,2961.50,2
DP0011,1,0;999;891;981;1033;959;1097;937;1014;918;1002;0,08:19,17:26,202042,2424.50,200,0.00,200,2824.50,4
DP0012,1,0;1100;901;912;1009;0,08:00,15:53,144047,1728.56,100,71.20,200,2099.76,2
DP0013,1,0;946;987;985;1045;963;984;1056;890;905;1031;0,08:00,17:09,201594,2419.13,150,0.80,200,2769.93,3
DP0014,1,0;938;924;893;972;978;1001;995;920;1047;0,08:18,16:29,174441,2093.29,100,2.80,200,2396.09,2
DP0015,1,0;899;943;966;900;1040;915;1025;913;1050;0,08:38,16:24,159352,1912.22,150,0.00,200,2262.22,3
DP0016,1,0;930;950;997;917;1068;896;1039;961;1053;0,08:52,17:12,172674,2072.09,150,7.20,200,2429.29,3
DP0017,1,0;922;910;907;1048;1082;994;923;965;1026;0,08:32,16:58,186587,2239.04,150,2.00,200,2591.04,3
DP0018,1,0;982;908;914;1041;940;1013;919;1017;0,08:07,15:52,146657,1759.88,150,18.00,200,2127.88,3
DP0019,2,0;1044;973;992;909;0,08:00,14:31,93440,1308.16,50,62.80,300,1720.96,1
DP0020,1,0;941;947;974;975;921;1085;980;1064;0,08:22,15:37,137312,1647.74,100,10.40,200,1958.14,2
DP0021,1,0;1032;939;945;897;983;0,08:00,16:05,117327,1407.92,50,76.40,200,1734.32,1
