trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;1069;435;496;0,08:00,14:13,90187,1082.24,50,69.20,200,1401.44,1
DP0002,1,0;497;1027;404;1011;414;447;546;516;512;1034;0,08:25,17:05,165339,1984.07,150,7.60,200,2341.67,3
DP0003,2,0;501;541;338;531;470;481;451;1076;0,09:11,16:31,136928,1916.99,50,12.00,300,2278.99,1
DP0004,1,0;410;488;416;1040;469;395;551;439;1075;0,08:24,17:19,188614,2263.37,100,13.20,200,2576.57,2
DP0005,1,0;462;473;441;1015;446;495;1061;397;1022;0,08:44,15:30,109184,1310.21,150,0.00,200,1660.21,3
DP0006,1,0;444;474;1083;427;353;344;386;415;1094;0,08:09,16:50,204422,2453.06,100,0.00,200,2753.06,2
DP0007,1,0;467;403;549;517;486;1001;556;471;1079;0,08:41,16:48,176642,2119.70,100,0.00,200,2419.70,2
DP0008,1,0;460;422;540;337;1089;1074;371;1010;431;1031;0,08:04,17:26,205514,2466.17,200,4.00,200,2870.17,4
DP0009,1,0;542;399;341;485;393;457;536;530;1051;0,09:02,16:19,130397,1564.76,50,2.40,200,1817.16,1
DP0010,1,0;1085;429;484;519;433;362;1005;346;1004;0,08:00,17:09,174862,2098.34,150,25.60,200,2473.94,3
DP0011,1,0;553;408;511;432;1029;1020;499;373;339;1019;0,08:54,17:10,159413,1912.96,150,0.00,200,2262.96,3
DP0012,1,0;400;334;413;492;396;1060;438;477;525;1043;0,09:09,16:57,135195,1622.34,100,0.00,200,1922.34,2
DP0013,1,0;347;390;424;421;537;1007;521;506;1059;0,08:00,16:30,191283,2295.40,100,2.00,200,2597.40,2
DP0014,1,0;538;426;407;1058;1077;545;1018;513;1048;0,08:30,16:01,138255,1659.06,200,4.00,200,2063.06,4
DP0015,1,0;487;1002;350;533;1100;406;1021;508;1044;0,08:00,16:49,199875,2398.50,200,5.20,200,2803.70,4
DP0016,1,0;514;357;1093;498;548;381;505;1016;503;1056;0,08:38,17:55,189317,2271.80,150,10.00,200,2631.80,3
DP0017,2,0;1050;445;387;348;523;1047;0,08:00,15:08,123383,1727.36,100,38.80,300,2166.16,2
DP0018,2,0;402;370;1053;388;1045;359;527;547;1006;0,08:38,17:00,188482,2638.75,150,0.00,300,3088.75,3
DP0019,1,0;340;420;376;554;1035;418;398;1095;490;1026;1003;0,08:56,17:46,156217,1874.60,200,2.80,200,2277.40,4
DP0020,2,0;458;358;500;405;1033;367;1025;434;1037;0,08:17,17:01,207887,2910.42,150,0.00,300,3360.42,3
DP0021,1,0;368;1041;385;1091;351;524;1064;510;1013;0,08:01,15:40,153157,1837.88,200,0.00,200,2237.88,4
DP0022,1,0;539;394;453;1078;365;1092;383;1099;342;1023;0,08:48,17:10,162976,1955.71,200,0.00,200,2355.71,4
DP0023,1,0;534;1098;452;363;1068;552;1090;509;1014;0,08:13,16:32,175355,2104.26,200,5.20,200,2509.46,4
DP0024,1,0;543;428;442;423;532;544;1012;0,09:06,14:26,89171,1070.05,50,0.00,200,1320.05,1
DP0025,1,0;456;392;366;1082;378;375;491;1073;0,08:29,16:36,159591,1915.09,100,20.40,200,2235.49,2
DP0026,1,0;354;1017;380;352;476;520;0,10:47,15:36,73032,876.38,50,6.80,200,1133.18,1
DP0027,2,0;518;336;369;411;419;1065;454;1046;0,08:28,14:46,111962,1567.47,100,0.00,300,1967.47,2
DP0028,1,0;464;528;355;361;1097;1024;479;345;1084;0,08:31,16:41,180592,2167.10,150,0.00,200,2517.10,3
DP0029,1,0;449;483;379;1039;343;443;1009;372;412;1036;0,08:05,17:34,220632,2647.58,150,0.00,200,2997.58,3
DP0030,1,0;1042;377;1088;504;1072;0,08:00,14:51,133969,1607.63,150,39.20,200,1996.83,3
DP0031,1,0;384;1087;507;1081;465;417;550;356;1032;0,08:38,16:16,152848,1834.18,150,0.00,200,2184.18,3
DP0032,1,0;364;409;482;450;1054;468;1063;401;535;1096;0,08:41,16:50,153377,1840.52,150,0.00,200,2190.52,3
DP0033,1,0;502;466;430;1038;493;461;382;1080;480;1071;0,08:42,17:02,161951,1943.41,150,0.00,200,2293.41,3
DP0034,1,0;448;374;1070;555;425;515;1057;494;436;1052;0,08:07,17:07,180629,2167.55,150,7.20,200,2524.75,3
DP0035,1,0;529;349;335;389;1030;475;1067;0,09:04,14:50,98799,1185.59,100,5.60,200,1491.19,2
DP0036,1,0;1062;522;526;0,08:00,14:26,110757,1329.08,50,64.40,200,1643.48,1
DP0037,1,0;463;1028;437;489;440;391;1008;360;1049;0,09:19,16:18,120645,1447.74,150,0.00,200,1797.74,3
DP0038,1,0;478;1086;459;1055;472;455;1066;0,09:13,15:41,121065,1452.78,150,10.80,200,1813.58,3
