trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;149;142;1051;34;1047;331;317;1029;322;1020;0,08:16,16:36,161634,1939.61,200,0.00,200,2339.61,4
DP0002,1,0;123;1036;25;1006;122;56;195;74;86;1086;0,08:04,16:57,189490,2273.88,150,0.00,200,2623.88,3
DP0003,1,0;196;131;137;326;1076;27;304;141;0,08:04,15:49,151279,1815.35,50,15.60,200,2080.95,1
DP0004,1,0;167;294;145;1021;32;236;104;202;1044;114;1008;0,08:19,16:47,134588,1615.06,150,4.00,200,1969.06,3
DP0005,2,0;194;111;1089;239;121;3;270;169;146;1038;0,08:00,17:16,185744,2600.42,100,10.40,300,3010.82,2
DP0006,1,0;1031;256;26;235;274;65;1093;0,08:00,16:54,181857,2182.28,100,40.00,200,2522.28,2
DP0007,1,0;103;244;61;72;1097;85;29;1043;229;0,08:00,15:42,151426,1817.11,100,2.40,200,2119.51,2
DP0008,1,0;243;312;302;197;1007;51;12;77;315;1071;0,08:04,17:25,214227,2570.72,100,0.00,200,2870.72,2
DP0009,1,0;174;143;1;1074;300;48;13;260;87;1032;0,08:00,17:18,208269,2499.23,100,0.80,200,2800.03,2
DP0010,1,0;227;1002;213;50;39;1010;231;96;75;1054;0,08:00,17:11,203007,2436.08,150,0.40,200,2786.48,3
DP0011,2,0;316;325;176;267;5;152;1026;0,08:33,15:53,144714,2026.00,50,21.60,300,2397.60,1
DP0012,1,0;4;45;282;321;1098;280;219;68;1050;0,08:43,17:15,190039,2280.47,100,3.60,200,2584.07,2
DP0013,1,0;157;115;258;228;1033;110;139;222;1095;0,08:24,16:56,196896,2362.75,100,0.00,200,2662.75,2
DP0014,1,0;185;1039;225;117;1009;206;299;127;323;1079;0,08:00,17:10,204063,2448.76,150,0.00,200,2798.76,3
DP0015,2,0;272;1082;303;318;1024;181;33;8;0,08:17,15:19,125279,1753.91,100,10.80,300,2164.71,2
DP0016,2,0;254;250;284;154;37;283;124;230;0,09:19,15:13,85983,1203.76,0,2.80,300,1506.56,0
DP0017,1,0;18;226;265;82;259;0,08:52,15:31,96775,1161.30,0,52.00,200,1413.30,0
DP0018,2,0;261;16;262;105;308;1100;83;1091;289;1084;0,08:00,16:44,181756,2544.58,150,0.00,300,2994.58,3
DP0019,1,0;102;277;73;156;1016;245;53;1075;125;1067;0,08:26,16:58,152371,1828.45,150,9.20,200,2187.65,3
DP0020,1,0;234;62;179;1045;192;19;138;46;1064;0,08:00,16:57,213585,2563.02,100,3.20,200,2866.22,2
DP0021,1,0;313;1081;198;210;60;6;1040;89;241;252;1042;0,08:14,17:05,162805,1953.66,150,0.00,200,2303.66,3
DP0022,1,0;233;320;100;187;1090;136;309;211;1059;0,08:24,16:23,167632,2011.58,100,0.80,200,2312.38,2
DP0023,1,0;288;1072;264;193;173;1078;23;1065;1077;0,09:22,16:29,125991,1511.89,200,0.00,200,1911.89,4
DP0024,1,0;180;319;1049;94;257;0,11:20,15:01,56221,674.65,50,0.00,200,924.65,1
DP0025,2,0;189;134;240;15;140;218;183;1062;55;1080;0,08:40,17:10,171147,2396.06,100,0.00,300,2796.06,2
DP0026,1,0;57;281;170;0,09:17,11:45,36272,435.26,0,4.80,200,640.06,0
DP0027,2,0;20;215;132;306;278;162;1056;295;1053;1011;0,08:00,16:53,188113,2633.58,150,0.00,300,3083.58,3
DP0028,1,0;224;52;159;98;1060;97;1014;135;314;0,08:03,15:37,150880,1810.56,100,0.00,200,2110.56,2
DP0029,1,0;1034;59;1018;71;221;1058;1027;0,08:00,15:59,121856,1462.27,200,47.60,200,1909.87,4
DP0030,2,0;129;203;238;172;1085;150;130;47;293;1055;0,08:00,16:35,174535,2443.49,100,0.00,300,2843.49,2
DP0031,1,0;158;237;1013;58;93;41;191;200;1037;0,09:37,16:10,98335,1180.02,100,0.00,200,1480.02,2
DP0032,2,0;128;54;17;92;216;161;307;0,09:07,14:21,82474,1154.64,0,0.80,300,1455.44,0
DP0033,1,0;113;207;329;78;88;168;1048;66;1061;212;1046;0,08:36,17:00,129491,1553.89,150,4.80,200,1908.69,3
DP0034,1,0;70;67;1083;147;285;209;49;201;1052;0,08:14,17:02,210147,2521.76,100,0.00,200,2821.76,2
DP0035,1,0;247;190;271;144;1092;91;1099;182;44;1066;0,08:48,16:58,147592,1771.10,150,2.40,200,2123.50,3
DP0036,1,0;327;42;35;253;263;1041;297;112;1023;0,08:09,16:11,151172,1814.06,100,11.20,200,2125.26,2
DP0037,1,0;31;273;30;186;255;204;43;1096;276;0,08:48,15:53,124840,1498.08,50,0.00,200,1748.08,1
DP0038,1,0;120;21;286;1068;333;69;305;165;24;1069;0,08:00,17:07,178235,2138.82,100,11.20,200,2450.02,2
DP0039,2,0;220;1063;106;40;246;2;166;298;1073;0,08:51,16:56,122111,1709.55,100,25.60,300,2135.15,2
DP0040,1,0;291;1028;133;107;292;208;38;95;178;0,09:08,16:07,110142,1321.70,50,4.80,200,1576.50,1
DP0041,2,0;175;1057;249;1070;116;1088;80;287;1003;0,08:47,16:58,141177,1976.48,200,19.20,300,2495.68,4
DP0042,2,0;101;296;36;99;63;279;163;1022;0,08:34,15:08,121724,1704.14,50,1.20,300,2055.34,1
DP0043,2,0;109;22;1025;268;155;1001;301;119;28;1094;0,08:13,16:42,154068,2156.95,150,7.20,300,2614.15,3
DP0044,2,0;332;184;126;151;64;164;0,08:15,13:46,116926,1636.96,0,3.20,300,1940.16,0
DP0045,1,0;9;266;310;275;118;214;1005;10;223;11;1012;0,08:34,16:44,129661,1555.93,100,0.00,200,1855.93,2
DP0046,1,0;7;251;328;81;1004;108;90;76;242;1087;0,08:36,17:34,167494,2009.93,100,12.00,200,2321.93,2
DP0047,2,0;160;324;290;217;171;205;0,10:25,15:28,99868,1398.15,0,0.00,300,1698.15,0
DP0048,1,0;153;1030;232;14;1015;248;269;148;1017;0,08:33,16:23,115537,1386.44,150,22.40,200,1758.84,3
DP0049,1,0;199;188;84;177;79;330;1035;311;1019;0,09:27,16:39,129627,1555.52,100,0.80,200,1856.32,2
