trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;843;741;721;992;923;815;967;0,09:46,15:17,88308,1236.31,0,4.00,300,1540.31,0
DP0002,1,0;903;1006;746;894;1097;711;795;1031;895;1013;0,08:09,17:18,182583,2191.00,200,10.00,200,2601.00,4
DP0003,1,0;958;987;762;708;892;0,08:00,16:21,189692,2276.30,0,48.40,200,2524.70,0
DP0004,1,0;763;754;831;939;910;1086;807;714;0,08:42,14:33,89707,1076.48,50,0.00,200,1326.48,1
DP0005,2,0;1098;893;674;973;694;0,08:00,14:36,125355,1754.97,50,37.60,300,2142.57,1
DP0006,2,0;999;943;1044;730;1024;881;873;678;0,08:19,15:25,122407,1713.70,100,14.00,300,2127.70,2
DP0007,2,0;998;1057;745;1071;965;971;0,09:13,14:59,134724,1886.14,100,0.00,300,2286.14,2
DP0008,1,0;697;1053;946;766;1010;957;869;983;1027;0,08:50,17:16,183548,2202.58,150,4.40,200,2556.98,3
DP0009,1,0;982;690;914;834;1093;702;952;1040;824;1080;0,08:07,17:13,188009,2256.11,150,6.80,200,2612.91,3
DP0010,1,0;729;933;926;1039;671;704;758;1067;0,08:41,16:12,171759,2061.11,100,0.00,200,2361.11,2
DP0011,1,0;782;839;966;723;917;1090;936;748;742;0,08:17,15:33,134858,1618.30,50,0.00,200,1868.30,1
DP0012,1,0;1089;968;900;683;779;940;1012;0,08:00,15:51,163163,1957.96,100,25.20,200,2283.16,2
DP0013,1,0;813;855;808;693;1046;793;0,08:43,14:28,69380,832.56,50,30.80,200,1113.36,1
DP0014,1,0;788;770;712;1050;995;818;942;835;0,08:02,16:27,171204,2054.45,50,22.00,200,2326.45,1
DP0015,1,0;684;972;978;681;1047;709;757;776;0,08:01,15:44,146200,1754.40,50,17.20,200,2021.60,1
DP0016,1,0;868;816;907;1061;676;803;969;1099;852;1030;0,09:06,17:00,132329,1587.95,150,3.60,200,1941.55,3
DP0017,1,0;931;956;775;1002;912;727;784;0,08:00,16:06,168671,2024.05,50,28.00,200,2302.05,1
DP0018,1,0;830;821;1009;672;918;919;0,08:16,15:32,146044,1752.53,50,30.80,200,2033.33,1
DP0019,1,0;767;865;802;911;689;974;0,09:19,13:45,69293,831.52,0,0.00,200,1031.52,0
DP0020,1,0;862;950;1060;755;707;680;990;945;0,08:13,14:46,124055,1488.66,50,0.00,200,1738.66,1
DP0021,1,0;953;1083;780;1068;915;879;883;994;1063;0,08:00,17:19,206729,2480.75,150,14.40,200,2845.15,3
DP0022,1,0;849;733;962;713;829;1054;0,08:42,16:21,142358,1708.30,50,42.00,200,2000.30,1
DP0023,1,0;899;871;738;1055;846;1078;898;949;692;1015;0,08:38,16:39,134405,1612.86,150,5.20,200,1968.06,3
DP0024,2,0;796;1018;695;840;1034;921;876;929;679;0,08:28,15:29,120503,1687.04,100,0.00,300,2087.04,2
DP0025,2,0;996;797;805;726;735;1084;785;980;1048;906;1017;0,08:25,16:54,144337,2020.72,150,0.00,300,2470.72,3
DP0026,1,0;825;747;924;860;1004;778;877;880;1043;0,08:38,16:16,151231,1814.77,100,0.00,200,2114.77,2
DP0027,2,0;744;743;1081;963;769;889;739;845;1075;0,08:09,16:44,181363,2539.08,100,8.80,300,2947.88,2
DP0028,1,0;925;715;777;1035;904;668;885;1079;0,08:32,16:32,106368,1276.42,100,43.20,200,1619.62,2
DP0029,1,0;955;698;832;976;1036;737;1082;675;1014;0,08:31,16:47,165193,1982.32,150,8.80,200,2341.12,3
DP0030,1,0;850;670;827;1016;937;677;897;0,08:34,15:31,155378,1864.54,50,6.40,200,2120.94,1
DP0031,1,0;688;985;1045;691;685;844;810;1096;0,08:00,15:55,192221,2306.65,100,0.00,200,2606.65,2
DP0032,2,0;986;1087;687;896;864;836;1028;0,08:36,17:09,182052,2548.73,100,32.40,300,2981.13,2
DP0033,2,0;863;934;854;1077;1066;951;740;789;1065;0,08:34,16:21,149650,2095.10,150,5.20,300,2550.30,3
DP0034,1,0;728;1041;916;823;908;1011;944;857;706;1023;0,08:09,16:49,178102,2137.22,150,0.00,200,2487.22,3
DP0035,1,0;891;981;959;1033;774;858;905;1073;0,08:47,16:39,164567,1974.80,100,11.60,200,2286.40,2
DP0036,2,0;930;719;725;806;783;717;0,08:52,14:15,117063,1638.88,0,0.00,300,1938.88,0
DP0037,1,0;801;682;1008;752;1000;765;913;734;1094;0,09:50,17:07,136093,1633.12,100,0.00,200,1933.12,2
DP0038,1,0;866;771;1052;993;890;1032;0,09:37,16:20,136405,1636.86,100,22.40,200,1959.26,2
DP0039,2,0;886;736;804;935;1074;696;961;669;1092;0,08:00,16:32,197269,2761.77,100,0.00,300,3161.77,2
DP0040,1,0;856;947;798;826;716;975;799;0,08:46,14:28,74341,892.09,0,16.00,200,1108.09,0
DP0041,1,0;941;859;878;768;1100;761;948;724;1064;0,08:22,16:15,163791,1965.49,100,0.00,200,2265.49,2
