trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;596;1005;482;637;560;639;1087;630;1044;0,08:43,17:09,174848,2098.18,150,8.40,200,2456.58,3
DP0002,1,0;497;1097;430;396;571;496;481;438;436;1008;0,08:25,16:42,147246,1766.95,100,5.60,200,2072.55,2
DP0003,1,0;413;384;649;1039;375;599;667;433;1040;0,08:47,17:11,170939,2051.27,100,8.40,200,2359.67,2
DP0004,2,0;448;540;358;1081;406;367;479;434;0,08:07,16:14,186652,2613.13,50,7.60,300,2970.73,1
DP0005,2,0;422;658;1007;549;486;552;626;536;1069;0,08:16,16:24,176968,2477.55,100,0.00,300,2877.55,2
DP0006,1,0;368;474;1010;452;519;585;594;415;1054;0,08:01,16:44,205863,2470.36,100,0.00,200,2770.36,2
DP0007,1,0;410;341;364;1004;635;632;506;558;619;1031;0,08:24,17:22,172151,2065.81,100,10.00,200,2375.81,2
DP0008,1,0;449;1098;403;1068;517;614;363;451;1090;0,08:05,16:17,180849,2170.19,150,0.00,200,2520.19,3
DP0009,1,0;370;528;353;533;427;1033;588;587;1013;0,08:34,16:27,160609,1927.31,100,2.00,200,2229.31,2
DP0010,1,0;456;660;404;1027;419;1066;662;576;475;0,08:29,15:54,132246,1586.95,100,4.80,200,1891.75,2
DP0011,2,0;462;389;441;446;335;608;454;612;0,08:44,14:39,92663,1297.28,0,0.00,300,1597.28,0
DP0012,2,0;574;657;1011;414;1016;503;381;505;1077;0,08:50,16:17,142993,2001.90,150,0.40,300,2452.30,3
DP0013,2,0;483;592;424;390;1074;537;620;584;439;1036;0,08:23,17:19,190417,2665.84,100,1.20,300,3067.04,2
DP0014,1,0;408;524;647;1024;372;1094;480;1096;0,09:18,16:44,133121,1597.45,150,16.80,200,1964.25,3
DP0015,2,0;593;501;338;423;532;440;591;652;520;0,08:44,15:29,91886,1286.40,0,7.60,300,1594.00,0
DP0016,1,0;610;1084;611;563;570;352;476;0,08:52,15:14,109704,1316.45,50,14.40,200,1580.85,1
DP0017,2,0;631;355;589;633;1083;359;572;412;1021;0,08:00,17:08,206632,2892.85,100,10.00,300,3302.85,2
DP0018,1,0;542;409;467;493;1060;417;568;1043;525;0,09:02,15:58,117401,1408.81,100,0.00,200,1708.81,2
DP0019,1,0;534;634;598;377;522;1029;499;1020;638;1076;0,08:13,16:54,168947,2027.36,150,5.20,200,2382.56,3
DP0020,1,0;643;597;460;573;1042;656;510;0,08:33,14:53,139127,1669.52,50,0.00,200,1919.52,1
DP0021,1,0;553;1072;428;489;1047;373;556;0,08:54,15:04,123247,1478.96,100,3.20,200,1782.16,2
DP0022,1,0;636;487;421;1089;1009;378;547;629;491;1082;0,08:02,17:32,202212,2426.54,150,9.20,200,2785.74,3
