maxDistance, totalDistance
233121.0	168723.0
222794.0	153117.0
169530.0	96744.0
239170.0	211624.0
168156.0	86303.0
243661.0	175870.0
234803.0	152888.0
178713.0	143156.0
236389.0	146501.0
166631.0	121616.0
264004.0	212421.0
194370.0	183147.0
243715.0	176237.0
235037.0	154912.0
222201.0	165256.0
155691.0	62386.0
120000.0	106289.0
151554.0	96039.0
216707.0	153871.0
203712.0	135277.0
212541.0	167154.0
235389.0	165380.0
206569.0	136396.0
157337.0	104007.0
240843.0	166945.0
177021.0	109532.0
185704.0	165080.0
120000.0	114175.0
206253.0	126770.0
215633.0	169132.0
306010.0	219144.0
212874.0	157920.0
190447.0	118885.0
254579.0	168586.0
256825.0	199825.0
148398.0	138448.0
153201.0	145433.0
167587.0	94411.0
209870.0	138292.0
193931.0	155244.0
274999.0	195258.0
233300.0	157259.0
215757.0	116825.0
196715.0	107529.0
167217.0	124458.0
157243.0	100039.0
172288.0	129181.0
200463.0	136983.0
174290.0	97658.0
190278.0	114585.0
174898.0	123574.0
190125.0	104992.0
182336.0	91098.0
233239.0	159373.0
190916.0	112977.0
124651.0	69085.0
120000.0	22343.0
100000.0	40553.0
168973.0	98137.0

breakDistanceCount: 5
totalCost: Optional[117367.15400000001]
totalDistance: Optional[7965043.0]
