trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,2,0;766;780;958;736;1053;875;993;706;675;1043;0,08:00,17:07,201094,2815.32,100,0.00,300,3215.32,2
DP0002,1,0;754;866;922;806;1014;945;1037;799;0,09:17,15:36,110995,1331.94,100,0.00,200,1631.94,2
DP0003,1,0;1005;775;762;1045;889;957;858;1056;0,08:00,17:00,196702,2360.42,150,24.00,200,2734.42,3
DP0004,1,0;794;712;828;1003;904;1035;812;1019;0,08:53,16:47,135886,1630.63,150,26.40,200,2007.03,3
DP0005,2,0;813;868;991;1018;676;855;852;949;1055;0,08:43,15:57,133304,1866.26,100,0.00,300,2266.26,2
DP0006,1,0;982;916;1036;726;962;890;750;1066;0,08:07,16:10,198832,2385.98,100,0.00,200,2685.98,2
DP0007,1,0;670;698;832;976;1091;921;944;1027;0,08:39,15:31,138785,1665.42,100,0.00,200,1965.42,2
DP0008,1,0;722;821;968;1089;696;836;896;864;915;1094;0,08:07,17:14,177753,2133.04,100,10.80,200,2443.84,2
DP0009,1,0;801;871;1095;709;757;776;885;1079;0,09:50,16:36,132665,1591.98,100,1.20,200,1893.18,2
DP0010,1,0;1024;713;795;829;1006;0,08:00,17:02,136251,1635.01,100,90.40,200,2025.41,2
DP0011,2,0;763;831;939;887;973;1080;960;1069;0,08:42,15:41,109536,1533.50,100,17.60,300,1951.10,2
DP0012,1,0;751;673;792;1051;861;970;936;844;1063;0,08:23,16:04,141219,1694.63,100,6.40,200,2001.03,2
DP0013,1,0;853;825;1062;681;867;1000;765;967;0,08:09,15:36,145042,1740.50,50,10.80,200,2001.30,1
DP0014,1,0;989;756;701;1088;928;1057;668;1072;0,08:25,16:47,130183,1562.20,150,40.40,200,1952.60,3
DP0015,2,0;755;744;981;901;768;774;702;1100;734;0,08:18,16:38,171877,2406.28,50,8.00,300,2764.28,1
DP0016,1,0;996;743;1081;900;859;1042;727;694;918;1032;0,08:25,16:34,154451,1853.41,150,0.00,200,2203.41,3
DP0017,2,0;1038;891;1098;745;791;0,08:00,13:59,119415,1671.81,100,25.60,300,2097.41,2
DP0018,1,0;796;950;1087;917;839;942;672;824;994;1028;0,08:28,16:49,144937,1739.24,100,8.80,200,2048.04,2
DP0019,1,0;931;688;729;1074;935;731;879;965;1049;0,08:00,17:10,186883,2242.60,100,20.80,200,2563.40,2
DP0020,2,0;816;738;907;854;840;1092;848;838;753;1086;0,08:37,16:00,112979,1581.71,100,1.20,300,1982.91,2
DP0021,1,0;830;797;805;1097;723;1040;818;971;0,08:16,15:24,151836,1822.03,100,0.00,200,2122.03,2
DP0022,1,0;764;720;938;800;778;937;948;1084;784;1064;0,08:48,16:35,131381,1576.57,100,1.60,200,1878.17,2
DP0023,1,0;955;943;1044;941;707;990;873;897;1012;0,08:31,15:53,107326,1287.91,100,15.20,200,1603.11,2
DP0024,1,0;865;820;715;902;837;909;932;0,09:14,15:16,94977,1139.72,0,13.60,200,1353.32,0
DP0025,2,0;782;997;986;671;1010;708;869;1083;888;1031;0,08:17,18:00,198471,2778.59,150,15.60,300,3244.19,3
DP0026,2,0;804;985;933;1033;959;912;919;0,08:00,15:30,176191,2466.67,50,10.00,300,2826.67,1
DP0027,2,0;956;884;1001;972;978;772;811;920;835;1026;0,08:00,16:58,193565,2709.91,100,0.00,300,3109.91,2
DP0028,1,0;1090;860;711;704;815;1008;0,08:00,16:23,133079,1596.95,100,63.60,200,1960.55,2
DP0029,1,0;1004;691;769;1082;761;1013;0,08:00,14:50,149676,1796.11,150,18.80,200,2164.91,3
DP0030,1,0;841;809;1052;725;1025;892;913;1050;0,09:10,16:27,161622,1939.46,150,0.00,200,2289.46,3
DP0031,1,0;862;1021;819;685;1060;680;748;923;0,08:13,15:19,123509,1482.11,100,13.20,200,1795.31,2
DP0032,2,0;946;886;987;963;739;1041;895;1075;0,08:00,16:37,182272,2551.81,100,21.20,300,2973.01,2
DP0033,1,0;699;870;746;894;1023;758;737;1073;0,08:26,15:56,139741,1676.89,100,15.20,200,1992.09,2
DP0034,1,0;863;827;703;1099;705;898;929;906;1022;0,08:34,16:42,138331,1659.97,100,18.80,200,1978.77,2
DP0035,1,0;927;903;733;760;1016;951;876;1034;679;1030;0,08:11,16:35,165862,1990.34,150,0.00,200,2340.34,3
DP0036,1,0;849;728;823;834;1093;984;905;857;669;1065;0,08:42,17:17,175216,2102.59,100,0.00,200,2402.59,2
DP0037,1,0;911;930;966;924;883;877;779;880;1096;0,08:39,16:49,142041,1704.49,50,18.00,200,1972.49,1
DP0038,2,0;925;777;998;781;710;954;0,08:32,13:37,100961,1413.45,0,0.00,300,1713.45,0
DP0039,1,0;947;697;735;881;842;940;964;1067;0,09:14,16:37,112606,1351.27,50,25.60,200,1626.87,1
DP0040,1,0;817;874;1047;686;732;0,09:28,14:09,106120,1273.44,50,0.00,200,1523.44,1
DP0041,2,0;693;910;1085;724;718;1059;0,10:44,15:43,95966,1343.52,100,0.00,300,1743.52,2
DP0042,2,0;1068;851;1007;833;1039;822;787;845;0,08:00,16:45,195104,2731.46,150,18.40,300,3199.86,3
DP0043,1,0;953;914;690;908;1077;740;789;1011;1058;0,08:00,16:53,178456,2141.47,150,17.20,200,2508.67,3
DP0044,1,0;741;721;752;992;678;0,09:04,14:28,75455,905.46,0,32.00,200,1137.46,0
