maxDistance, totalDistance
217273.0	161510.0
266466.0	197550.0
211849.0	131075.0
260492.0	160367.0
226148.0	147216.0
120000.0	60803.0
195149.0	115408.0
248062.0	170590.0
233592.0	166114.0
300585.0	209749.0
200311.0	109195.0
236749.0	174847.0
178930.0	154511.0
214007.0	108847.0
184946.0	113708.0
187297.0	112368.0
252631.0	193056.0
237577.0	169028.0
223829.0	140132.0
296560.0	210746.0
251318.0	192205.0
250846.0	183980.0
184070.0	98937.0
204889.0	135833.0
202075.0	137753.0
172147.0	95164.0
224293.0	144810.0
100000.0	111537.0
229342.0	147489.0
266203.0	206457.0
212738.0	136106.0
230600.0	176340.0
234394.0	164385.0
242835.0	185436.0
225215.0	147276.0
236845.0	150778.0
189800.0	126510.0
203896.0	116105.0
199630.0	129953.0
170007.0	80821.0
217334.0	150345.0
234434.0	156737.0
206578.0	170341.0
290049.0	227962.0
170064.0	130709.0
206151.0	145475.0
222174.0	142742.0
180731.0	106833.0
234805.0	121500.0
100000.0	84573.0
100000.0	71243.0

breakDistanceCount: 2
totalCost: Optional[108458.86800000002]
totalDistance: Optional[7383155.0]
