trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;115;67;138;219;252;1040;0,08:22,16:38,161510,1938.12,50,47.20,200,2235.32,1
DP0002,1,0;25;261;16;50;1083;19;13;1007;201;1066;0,08:13,17:34,197550,2370.60,150,7.20,200,2727.80,3
DP0003,1,0;101;251;1004;318;1005;97;1052;223;114;1008;0,08:34,16:37,131075,1572.90,200,7.20,200,1980.10,4
DP0004,2,0;98;111;258;206;210;1042;127;24;1028;0,08:03,15:50,160367,2245.14,100,0.00,300,2645.14,2
DP0005,1,0;233;1069;324;199;118;242;146;191;1043;0,08:24,16:49,147216,1766.59,100,21.20,200,2087.79,2
DP0006,2,0;154;14;124;248;0,10:45,14:28,60803,851.24,0,11.60,300,1162.84,0
DP0007,1,0;250;266;275;290;151;1090;82;1086;0,08:39,15:37,115408,1384.90,100,14.00,200,1698.90,2
DP0008,1,0;194;312;197;1001;333;187;119;28;166;11;1063;0,08:00,17:02,170590,2047.08,100,0.00,200,2347.08,2
DP0009,1,0;129;262;1;228;1100;49;195;1091;0,08:00,15:52,166114,1993.37,100,10.40,200,2303.77,2
DP0010,2,0;174;306;132;26;105;1033;89;309;125;1034;0,08:00,17:23,209749,2936.49,100,2.40,300,3338.89,2
DP0011,1,0;128;17;321;134;1079;216;94;1072;0,09:07,15:23,109195,1310.34,100,0.40,200,1610.74,2
DP0012,1,0;310;1071;159;285;1002;139;260;68;1050;0,08:53,16:57,174847,2098.16,150,0.00,200,2448.16,3
DP0013,1,0;109;196;137;326;1047;331;152;80;323;0,08:13,16:12,154511,1854.13,50,7.20,200,2111.33,1
DP0014,2,0;282;296;214;1038;10;2;1049;0,09:18,15:26,108847,1523.86,100,9.20,300,1933.06,2
DP0015,1,0;1075;35;263;1059;0,08:00,13:35,113708,1364.50,100,30.00,200,1694.50,2
DP0016,2,0;58;1013;294;272;85;1024;259;205;8;0,08:33,15:22,112368,1573.15,100,0.00,300,1973.15,2
DP0017,1,0;203;234;1089;213;235;270;3;1021;0,08:00,16:52,193056,2316.67,100,22.40,200,2639.07,2
DP0018,1,0;157;18;1080;226;32;1009;280;75;83;1014;0,08:24,17:07,169028,2028.34,150,6.00,200,2384.34,3
DP0019,2,0;149;332;142;176;155;267;87;222;1051;0,08:16,16:08,140132,1961.85,50,11.60,300,2323.45,1
DP0020,2,0;227;225;179;51;1045;192;231;110;55;1094;0,08:00,17:29,210746,2950.44,100,4.40,300,3354.84,2
DP0021,1,0;61;143;39;1010;278;96;76;1082;0,08:28,16:23,192205,2306.46,100,0.00,200,2606.46,2
DP0022,1,0;70;302;21;268;1025;301;202;265;27;1044;0,08:14,17:00,183980,2207.76,100,0.00,200,2507.76,2
DP0023,1,0;45;328;246;133;40;217;43;1096;0,08:29,15:09,98937,1187.24,50,14.80,200,1452.04,1
DP0024,1,0;1036;122;190;47;74;1085;0,08:00,16:05,135833,1630.00,100,55.20,200,1985.20,2
DP0025,1,0;254;30;186;81;1006;181;289;135;1060;0,09:19,16:40,137753,1653.04,100,0.00,200,1953.04,2
DP0026,1,0;57;92;107;29;136;200;1037;0,09:17,16:29,95164,1141.97,50,40.80,200,1432.77,1
DP0027,1,0;153;1092;59;1078;193;1018;168;66;1061;293;1067;0,08:33,17:04,144810,1737.72,250,0.00,200,2187.72,5
DP0028,1,0;243;120;320;64;0,08:04,12:22,111537,1338.44,0,0.40,200,1538.84,0
DP0029,1,0;31;42;247;1011;173;1099;221;91;212;1030;0,08:48,16:52,147489,1769.87,150,0.00,200,2119.87,3
DP0030,1,0;20;256;1056;162;147;77;274;315;295;1016;0,08:00,17:35,206457,2477.48,100,8.00,200,2785.48,2
DP0031,1,0;102;1048;329;78;88;71;23;182;44;1015;0,08:26,16:14,136106,1633.27,100,0.00,200,1933.27,2
DP0032,1,0;224;198;52;1039;239;300;48;169;1098;0,08:03,16:10,176340,2116.08,100,0.00,200,2416.08,2
DP0033,1,0;313;126;145;6;1068;286;241;299;298;1084;0,08:14,16:59,164385,1972.62,100,8.80,200,2281.42,2
DP0034,1,0;244;185;1074;62;121;308;209;90;104;1087;0,08:00,16:53,185436,2225.23,100,1.60,200,2526.83,2
DP0035,1,0;273;1097;303;72;172;1073;33;314;276;1032;0,08:52,16:54,147276,1767.31,150,0.00,200,2117.31,3
DP0036,2,0;167;184;100;117;1081;46;108;211;1023;0,08:19,16:15,150778,2110.89,100,7.60,300,2518.49,2
DP0037,1,0;9;22;5;316;325;305;1095;141;0,08:34,16:06,126510,1518.12,50,22.00,200,1790.12,1
DP0038,2,0;4;237;158;204;99;63;279;130;1027;0,08:43,15:37,116105,1625.47,50,0.00,300,1975.47,1
DP0039,1,0;131;1070;249;116;69;165;1026;0,08:32,16:18,129953,1559.44,100,38.40,200,1897.84,2
DP0040,1,0;37;1046;164;229;304;1012;0,10:45,15:25,80821,969.85,100,0.00,200,1269.85,2
DP0041,1,0;188;175;1003;160;84;79;1035;38;1057;287;1076;0,08:24,17:02,150345,1804.14,200,0.00,200,2204.14,4
DP0042,1,0;113;271;144;245;1077;150;255;112;86;1064;0,08:36,16:52,156737,1880.84,100,0.40,200,2181.24,2
DP0043,1,0;103;215;1031;253;56;1093;53;230;0,08:00,15:30,170341,2044.09,100,0.00,200,2344.09,2
DP0044,1,0;238;60;236;1041;297;65;12;1053;1054;0,08:32,18:31,227962,2735.54,150,19.60,200,3105.14,3
DP0045,2,0;240;1088;218;177;208;330;95;178;0,09:10,16:01,130709,1829.93,50,4.40,300,2184.33,1
DP0046,1,0;189;15;34;1029;322;1020;317;1062;0,08:40,16:52,145475,1745.70,150,28.80,200,2124.50,3
DP0047,1,0;327;277;123;73;156;1058;1065;163;1022;1055;0,08:09,16:10,142742,1712.90,200,1.20,200,2114.10,4
DP0048,1,0;281;54;292;140;183;311;1019;0,09:48,15:29,106833,1282.00,50,0.00,200,1532.00,1
DP0049,2,0;288;36;264;207;232;283;269;148;1017;0,09:22,16:23,121500,1701.00,50,0.00,300,2051.00,1
DP0050,1,0;291;7;106;93;41;171;257;0,09:08,15:16,84573,1014.88,0,20.80,200,1235.68,0
DP0051,1,0;220;170;284;319;180;161;307;0,08:51,15:09,71243,854.92,0,31.60,200,1086.52,0
