maxDistance, totalDistance
285087.0	193849.0
142232.0	112776.0
224281.0	143507.0
281737.0	214248.0
231603.0	157343.0
196954.0	135052.0
256035.0	196922.0
246516.0	191319.0
189702.0	134813.0
245151.0	180654.0
100000.0	150236.0
221948.0	154470.0
165486.0	61007.0
252099.0	171423.0
264055.0	202140.0
130820.0	104857.0
138132.0	95567.0
181637.0	103902.0
175559.0	156118.0
157086.0	105503.0
246442.0	184414.0
100000.0	95868.0
154735.0	72882.0
140083.0	87733.0
212711.0	133228.0
178113.0	142813.0
232797.0	169405.0
264592.0	197603.0
176637.0	97705.0
232953.0	132828.0
207563.0	123728.0
173335.0	118260.0
205363.0	114247.0
187914.0	128168.0
216182.0	144545.0
204069.0	136691.0
234922.0	157450.0
192721.0	114782.0
273316.0	184130.0
261762.0	194896.0
239512.0	139771.0
245257.0	156708.0
100000.0	95686.0
211039.0	117734.0
246218.0	161058.0
139561.0	93401.0
236859.0	159162.0
269557.0	202523.0
237480.0	176233.0
266351.0	176178.0
217057.0	143159.0
246082.0	160949.0
200054.0	135352.0
213060.0	147246.0

breakDistanceCount: 0
totalCost: Optional[113169.774]
totalDistance: Optional[7762242.0]
