trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;387;1095;348;1025;451;530;490;1069;0,08:40,16:57,158897,1906.76,150,24.80,200,2281.56,3
DP0002,2,0;593;392;411;426;1085;455;550;0,08:44,14:46,117730,1648.22,50,2.40,300,2000.62,1
DP0003,1,0;613;460;517;549;486;552;1071;360;1032;0,08:41,16:22,145278,1743.34,100,4.80,200,2048.14,2
DP0004,2,0;402;370;636;1053;361;344;469;371;620;1074;0,08:38,17:45,188978,2645.69,100,6.00,300,3051.69,2
DP0005,1,0;384;483;390;421;1045;527;572;594;395;1004;0,08:38,17:39,196708,2360.50,100,0.00,200,2660.50,2
DP0006,1,0;1062;566;0,08:00,12:25,97962,1175.54,50,34.00,200,1459.54,1
DP0007,2,0;464;635;379;452;337;1083;521;439;629;1060;0,08:31,17:32,195066,2730.92,100,0.00,300,3130.92,2
DP0008,1,0;334;409;364;1021;573;433;667;346;436;0,08:20,16:26,154028,1848.34,50,10.40,200,2108.74,1
DP0009,2,0;643;422;363;583;1100;588;1054;0,08:33,15:31,170082,2381.15,100,0.00,300,2781.15,2
DP0010,1,0;610;419;385;621;1059;0,08:52,13:23,98623,1183.48,50,0.00,200,1433.48,1
DP0011,1,0;602;468;391;0,10:41,13:12,49503,594.04,0,0.00,200,794.04,0
DP0012,1,0;622;403;1090;1038;396;656;630;481;1049;0,08:12,15:59,158261,1899.13,150,1.20,200,2250.33,3
DP0013,1,0;366;1024;430;492;581;510;356;1096;0,09:20,15:55,106582,1278.98,100,9.60,200,1588.58,2
DP0014,1,0;341;596;450;1082;628;1014;476;654;0,08:48,15:27,128996,1547.95,100,0.00,200,1847.95,2
DP0015,2,0;564;1078;657;407;1011;414;1058;545;604;1034;0,08:22,16:15,140383,1965.36,200,0.00,300,2465.36,4
DP0016,2,0;653;1047;1050;376;663;1035;418;1079;0,08:09,15:05,141669,1983.37,200,0.00,300,2483.37,4
DP0017,2,0;478;524;608;1048;513;612;0,09:13,14:37,80291,1124.07,50,18.00,300,1492.07,1
DP0018,2,0;368;444;575;649;1081;461;382;587;1084;0,08:01,16:16,184362,2581.07,100,0.00,300,2981.07,2
DP0019,1,0;429;1073;493;465;1005;438;479;1080;434;1043;0,08:49,16:43,136409,1636.91,200,1.60,200,2038.51,4
DP0020,1,0;644;514;548;1041;651;381;505;503;1016;0,08:55,16:57,156797,1881.56,100,7.60,200,2189.16,2
DP0021,1,0;565;646;531;470;1037;563;1064;576;0,08:39,15:23,113696,1364.35,100,8.80,200,1673.15,2
DP0022,1,0;615;355;1039;405;614;375;599;547;412;1052;0,08:08,17:26,208369,2500.43,100,0.80,200,2801.23,2
DP0023,1,0;539;462;369;351;1055;459;1017;0,08:48,14:15,93316,1119.79,100,0.00,200,1419.79,2
DP0024,2,0;660;582;482;343;519;378;491;1040;480;1028;0,08:46,17:10,166571,2331.99,100,0.00,300,2731.99,2
DP0025,1,0;374;559;1088;377;522;1070;526;624;504;0,08:07,15:53,158590,1903.08,100,0.00,200,2203.08,2
DP0026,1,0;357;1031;528;443;589;1056;535;0,09:05,16:06,173618,2083.42,100,0.00,200,2383.42,2
DP0027,1,0;625;416;507;1033;353;427;639;386;632;415;1077;0,08:04,17:33,179098,2149.18,100,7.20,200,2456.38,2
