trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;720;981;900;878;1009;912;1087;727;1080;0,08:44,16:42,147829,1773.95,150,10.00,200,2133.95,3
DP0002,2,0;903;722;773;927;778;1084;937;980;0,08:09,14:52,131373,1839.22,50,0.00,300,2189.22,1
DP0003,1,0;788;770;712;1003;686;1079;757;0,08:02,14:37,141273,1695.28,100,4.40,200,1999.68,2
DP0004,1,0;966;901;696;1068;786;995;965;1049;0,09:03,16:31,156138,1873.66,100,6.40,200,2180.06,2
DP0005,1,0;699;698;733;1053;959;702;787;961;1054;0,08:26,16:54,194422,2333.06,100,0.00,200,2633.06,2
DP0006,2,0;886;987;775;736;1033;748;0,08:00,14:36,171395,2399.53,50,2.40,300,2751.93,1
DP0007,1,0;862;986;1100;963;1036;0,08:13,13:35,141183,1694.20,100,0.00,200,1994.20,2
DP0008,1,0;871;1064;910;728;1056;713;890;983;1075;0,09:05,17:06,161487,1937.84,150,4.80,200,2292.64,3
DP0009,1,0;925;1019;828;1062;920;1088;928;1047;0,08:32,16:57,130891,1570.69,200,42.00,200,2012.69,4
DP0010,2,0;931;956;729;833;892;731;708;0,08:00,16:43,218632,3060.85,0,19.60,300,3380.45,0
DP0011,1,0;767;865;843;1028;721;873;897;742;0,09:19,15:21,98105,1177.26,50,0.00,200,1427.26,1
DP0012,2,0;715;777;1035;904;812;847;0,09:32,16:07,105480,1476.72,50,34.00,300,1860.72,1
DP0013,1,0;816;1082;938;1004;737;704;706;1027;0,08:37,16:55,151615,1819.38,150,28.80,200,2198.18,3
DP0014,2,0;801;868;1077;944;669;993;675;0,09:50,16:31,126927,1776.98,50,14.00,300,2140.98,1
DP0015,1,0;989;1057;998;902;932;0,08:25,13:46,100630,1207.56,50,18.80,200,1476.36,1
DP0016,1,0;754;693;974;700;945;677;1043;799;0,09:17,15:57,87318,1047.82,50,20.00,200,1317.82,1
DP0017,1,0;853;747;893;1040;723;842;877;815;967;0,08:09,16:02,153988,1847.86,50,4.80,200,2102.66,1
DP0018,1,0;850;782;839;859;924;915;1001;913;1050;0,08:34,16:26,148453,1781.44,100,7.60,200,2089.04,2
DP0019,2,0;849;804;1039;671;942;909;0,08:42,14:55,150501,2107.01,50,4.00,300,2461.01,1
DP0020,1,0;796;1048;934;991;1099;951;750;838;679;807;1086;0,08:28,16:59,145336,1744.03,150,0.00,200,2094.03,3
DP0021,1,0;684;884;867;972;872;1020;772;811;1076;0,08:01,15:39,152912,1834.94,100,0.00,200,2134.94,2
DP0022,1,0;996;670;832;875;1041;739;795;829;895;1085;0,08:25,17:20,173721,2084.65,100,8.00,200,2392.65,2
DP0023,1,0;802;947;825;674;1098;994;971;0,08:48,15:24,129661,1555.93,50,10.80,200,1816.73,1
DP0024,1,0;827;916;760;1093;984;711;905;857;1011;0,08:36,17:18,179188,2150.26,100,12.80,200,2463.06,2
DP0025,1,0;717;798;992;818;824;880;1013;0,10:44,16:44,113444,1361.33,50,4.00,200,1615.33,1
DP0026,1,0;899;930;891;730;1090;672;1038;694;1063;0,08:38,16:03,114599,1375.19,150,12.40,200,1737.59,3
DP0027,1,0;697;1023;894;1006;758;948;761;1014;0,08:50,16:11,123978,1487.74,150,19.20,200,1856.94,3
DP0028,2,0;1008;707;806;680;919;0,08:00,14:15,79465,1112.51,50,50.40,300,1512.91,1
DP0029,1,0;946;985;1083;766;952;864;1051;0,08:00,16:39,189229,2270.75,100,31.20,200,2601.95,2
DP0030,2,0;953;769;691;962;1031;740;789;852;1017;0,08:00,16:57,186208,2606.91,100,15.20,300,3022.11,2
DP0031,1,0;933;780;762;1089;889;774;858;845;1097;0,08:00,17:26,208397,2500.76,100,16.80,200,2817.56,2
DP0032,1,0;856;763;911;759;939;714;793;0,08:46,14:25,70325,843.90,0,15.60,200,1059.50,0
DP0033,1,0;813;738;907;863;1061;969;929;848;906;1022;0,08:43,16:52,127296,1527.55,100,12.40,200,1839.95,2
DP0034,1,0;695;1078;703;1092;840;705;1066;0,08:50,14:52,106700,1280.40,150,8.00,200,1638.40,3
DP0035,1,0;955;988;805;1081;917;883;1021;844;1037;0,08:31,16:10,135281,1623.37,150,8.40,200,1981.77,3
DP0036,1,0;1030;855;808;676;803;692;949;1015;0,08:00,16:03,100311,1203.73,100,47.20,200,1550.93,2
DP0037,1,0;831;826;682;716;689;749;0,08:39,13:03,64744,776.93,0,0.80,200,977.73,0
DP0038,1,0;830;744;950;755;1024;791;810;1096;0,08:16,15:11,116886,1402.63,100,12.00,200,1714.63,2
DP0039,1,0;809;819;764;1005;997;1060;800;881;779;918;1012;0,08:26,16:33,126941,1523.29,150,0.00,200,1873.29,3
DP0040,1,0;922;941;1052;771;814;977;990;936;734;837;0,08:32,16:14,129436,1553.23,50,0.00,200,1803.23,1
