trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;258;262;1033;122;263;297;1006;201;1038;0,08:17,17:09,206958,2483.50,150,3.20,200,2836.70,3
DP0002,1,0;143;179;1010;239;110;260;139;55;1064;0,08:08,17:16,208400,2500.80,100,9.60,200,2810.40,2
DP0003,1,0;272;1056;228;65;108;1082;83;1036;0,08:17,17:30,190436,2285.23,150,31.60,200,2666.83,3
DP0004,1,0;250;266;18;226;275;1044;118;1052;223;1032;0,08:39,16:02,115321,1383.85,150,0.00,200,1733.85,3
DP0005,1,0;243;137;249;15;1057;140;38;95;0,08:04,15:10,151342,1816.10,50,0.00,200,2066.10,1
DP0006,1,0;98;52;238;60;1021;246;40;29;8;0,08:03,15:36,148426,1781.11,50,0.00,200,2031.11,1
DP0007,1,0;256;215;306;56;1041;53;130;0,08:26,14:59,149651,1795.81,50,0.00,200,2045.81,1
DP0008,2,0;203;185;197;1042;151;114;304;141;0,08:00,15:41,180459,2526.43,50,0.00,300,2876.43,1
DP0009,2,0;123;20;174;162;278;77;49;265;1090;0,08:04,16:45,191844,2685.82,50,6.80,300,3042.62,1
DP0010,1,0;54;17;292;1035;79;330;208;323;178;0,09:36,16:27,103949,1247.39,50,4.80,200,1502.19,1
DP0011,1,0;103;61;35;1075;253;1031;195;136;276;1037;0,08:00,16:54,177080,2124.96,150,6.00,200,2480.96,3
DP0012,2,0;332;120;320;117;1009;286;241;87;222;28;1094;0,08:15,17:16,171003,2394.04,100,0.00,300,2794.04,2
DP0013,1,0;288;170;164;64;289;41;1013;0,09:22,15:35,95406,1144.87,50,18.00,200,1412.87,1
DP0014,1,0;7;199;282;310;106;171;124;0,08:36,14:29,99358,1192.30,0,7.60,200,1399.90,0
DP0015,1,0;291;45;217;284;319;180;161;1072;0,09:08,15:10,90663,1087.96,50,3.60,200,1341.56,1
DP0016,1,0;113;1091;31;186;81;204;43;0,08:36,14:19,103509,1242.11,50,2.00,200,1494.11,1
DP0017,1,0;1001;268;333;187;127;301;0,08:00,14:58,125129,1501.55,50,33.60,200,1785.15,1
DP0018,1,0;313;159;1;50;1045;285;209;75;146;1040;0,08:14,17:06,186185,2234.22,100,1.20,200,2535.42,2
DP0019,1,0;1077;1078;193;248;229;0,08:00,15:01,97264,1167.17,100,60.80,200,1527.97,2
DP0020,1,0;157;1095;175;321;134;177;80;311;1019;0,08:24,15:30,126082,1512.98,100,0.00,200,1812.98,2
DP0021,1,0;101;1060;294;97;318;1081;202;1071;200;1043;0,08:34,16:38,136353,1636.24,200,5.60,200,2041.84,4
DP0022,2,0;190;59;207;168;71;44;182;23;1018;0,08:44,16:16,147982,2071.75,50,0.00,300,2421.75,1
DP0023,1,0;167;224;198;72;303;1097;74;91;1099;0,08:19,16:16,164458,1973.50,100,1.60,200,2275.10,2
DP0024,1,0;132;26;1100;308;105;1039;270;96;104;1024;0,08:00,17:15,208387,2500.64,150,0.00,200,2850.64,3
DP0025,2,0;244;261;16;147;1083;51;19;315;76;242;0,08:00,17:00,194497,2722.96,50,0.00,300,3072.96,1
DP0026,1,0;107;133;85;309;135;125;191;1008;0,10:37,16:45,103551,1242.61,50,0.00,200,1492.61,1
DP0027,2,0;1053;1085;63;1058;0,08:00,13:11,144894,2028.52,150,6.00,300,2484.52,3
DP0028,1,0;153;1048;329;88;78;232;1015;269;148;1017;0,08:33,16:08,124410,1492.92,150,0.00,200,1842.92,3
DP0029,2,0;109;184;100;21;1068;252;169;299;24;1049;0,08:13,17:09,178593,2500.30,100,6.40,300,2906.70,2
DP0030,1,0;39;235;274;12;0,08:00,16:22,174039,2088.47,0,68.40,200,2356.87,0
DP0031,2,0;149;316;22;5;325;176;267;69;1069;0,08:16,15:38,140640,1968.96,50,0.00,300,2318.96,1
DP0032,1,0;111;234;1007;300;1074;206;89;46;27;1063;0,08:00,16:49,183821,2205.85,150,0.80,200,2556.65,3
DP0033,1,0;25;115;213;192;1089;48;13;231;90;1023;0,08:13,17:14,196214,2354.57,100,0.00,200,2654.57,2
DP0034,1,0;102;251;1087;210;236;1051;165;305;1050;0,08:26,16:27,172194,2066.33,150,0.00,200,2416.33,3
