maxDistance, totalDistance
239244.0	169235.0
232413.0	175468.0
260281.0	195883.0
269083.0	209508.0
181426.0	105385.0
172745.0	99213.0
213926.0	153250.0
248010.0	188897.0
210258.0	131326.0
243940.0	170042.0
239247.0	169570.0
208281.0	140692.0
229915.0	172516.0
237501.0	171687.0
233420.0	155685.0
262439.0	206676.0
235327.0	173425.0
188632.0	98744.0
168896.0	135607.0
259565.0	194667.0
264435.0	182520.0
153286.0	94153.0
202305.0	133125.0
232849.0	161287.0
223096.0	161228.0
196989.0	111856.0
239349.0	161877.0
210239.0	146542.0
160457.0	95916.0
208443.0	141188.0
197881.0	126303.0
228745.0	183256.0
190642.0	101456.0
221842.0	154808.0
129566.0	49825.0
166641.0	100579.0
170409.0	92326.0
168265.0	93033.0
174520.0	81215.0

breakDistanceCount: 0
totalCost: Optional[80592.26799999998]
totalDistance: Optional[5589969.0]
