trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;410;384;507;358;1002;547;506;1084;0,08:24,16:34,169235,2030.82,100,17.20,200,2348.02,2
DP0002,1,0;405;390;540;537;1074;552;451;1042;0,08:00,15:46,175468,2105.62,100,3.60,200,2409.22,2
DP0003,1,0;403;422;1007;343;1039;350;1089;375;1073;0,08:20,16:50,195883,2350.60,200,0.00,200,2750.60,4
DP0004,1,0;444;474;1010;421;337;521;395;491;1021;0,08:09,17:14,209508,2514.10,100,6.80,200,2820.90,2
DP0005,1,0;473;1059;426;1058;1078;513;1022;0,08:37,14:37,105385,1264.62,200,8.40,200,1673.02,4
DP0006,1,0;529;335;351;1091;455;1067;356;0,09:04,15:29,99213,1190.56,100,21.20,200,1511.76,2
DP0007,1,0;555;377;448;1029;526;499;1020;339;1062;0,09:11,17:04,153250,1839.00,150,6.00,200,2195.00,3
DP0008,1,0;347;1009;424;452;519;363;378;1082;0,08:00,15:53,188897,2266.76,100,0.00,200,2566.76,2
DP0009,1,0;518;336;1085;1004;493;396;438;360;508;1043;0,08:28,16:12,131326,1575.91,150,0.00,200,1925.91,3
DP0010,1,0;456;392;385;1075;427;443;362;461;480;1019;0,08:29,17:12,170042,2040.50,100,5.60,200,2346.10,2
DP0011,1,0;364;409;416;467;1071;496;382;1081;1026;0,08:41,16:40,169570,2034.84,150,0.00,200,2384.84,3
DP0012,1,0;534;488;341;1080;481;509;1090;436;1052;0,08:13,17:21,140692,1688.30,150,42.40,200,2080.70,3
DP0013,1,0;458;449;517;549;1068;486;367;372;412;1087;0,08:17,17:01,172516,2070.19,100,4.80,200,2374.99,2
DP0014,1,0;497;402;370;1053;528;353;344;1100;415;346;1094;0,08:25,17:27,171687,2060.24,150,0.00,200,2410.24,3
DP0015,1,0;366;492;413;523;1098;479;477;1013;0,09:20,16:30,155685,1868.22,100,0.00,200,2168.22,2
DP0016,1,0;514;355;1056;361;1031;439;433;1040;0,08:38,16:51,206676,2480.11,150,0.00,200,2830.11,3
DP0017,1,0;374;1047;522;1070;432;1057;376;515;536;1050;0,08:07,16:40,173425,2081.10,200,0.00,200,2481.10,4
DP0018,1,0;462;1030;389;441;446;1015;495;512;397;1046;0,08:44,15:49,98744,1184.93,150,0.00,200,1534.93,3
DP0019,1,0;428;340;485;1001;490;398;0,09:09,14:55,135607,1627.28,50,0.00,200,1877.28,1
DP0020,1,0;483;379;533;388;1045;527;469;371;551;1011;0,08:23,17:29,194667,2336.00,100,2.40,200,2638.40,2
DP0021,2,0;460;487;500;1083;359;431;386;1006;0,08:04,16:47,182520,2555.28,100,23.60,300,2978.88,2
DP0022,1,0;1014;466;1024;470;535;0,08:00,14:14,94153,1129.84,100,43.20,200,1473.04,2
DP0023,1,0;542;1095;445;387;1025;530;1003;0,09:02,15:24,133125,1597.50,150,3.20,200,1950.70,3
DP0024,1,0;453;407;1099;447;1034;365;546;1018;516;1048;0,08:18,16:51,161287,1935.44,200,5.60,200,2341.04,4
DP0025,1,0;429;502;1036;484;1064;401;1023;525;0,08:49,16:08,161228,1934.74,150,0.00,200,2284.74,3
DP0026,1,0;430;1038;334;1060;417;550;510;475;1096;0,08:53,16:31,111856,1342.27,150,20.00,200,1712.27,3
DP0027,1,0;464;1033;482;450;1097;465;406;1005;434;1063;0,08:31,16:52,161877,1942.52,200,0.00,200,2342.52,4
DP0028,1,0;511;420;554;1076;471;556;373;1051;0,09:24,16:33,146542,1758.50,100,3.60,200,2062.10,2
DP0029,1,0;478;404;1027;1092;1066;472;0,09:13,14:11,95916,1150.99,150,0.00,200,1500.99,3
DP0030,1,0;400;399;1044;393;348;1088;494;1035;0,09:09,16:04,141188,1694.26,150,0.00,200,2044.26,3
DP0031,1,0;463;418;425;435;1069;457;1079;0,09:19,15:47,126303,1515.64,100,8.40,200,1824.04,2
DP0032,1,0;368;1041;357;498;548;1016;503;381;505;1093;0,08:01,16:48,183256,2199.07,150,0.80,200,2549.87,3
DP0033,1,0;541;531;543;437;345;1037;476;1012;0,09:34,15:48,101456,1217.47,100,3.20,200,1520.67,2
DP0034,1,0;369;411;1054;419;414;1077;342;383;545;1065;0,08:57,17:08,154808,1857.70,150,0.00,200,2207.70,3
DP0035,1,0;349;1086;0,09:32,11:34,49825,597.90,50,0.00,200,847.90,1
DP0036,1,0;553;1072;442;489;440;391;352;1028;504;0,08:54,16:09,100579,1206.95,100,15.60,200,1522.55,2
DP0037,1,0;408;539;354;459;544;532;1049;520;0,09:18,15:19,92326,1107.91,50,2.00,200,1359.91,1
DP0038,1,0;538;394;1061;524;1055;454;0,08:30,13:23,93033,1116.40,100,0.00,200,1416.40,2
DP0039,1,0;501;338;1032;468;1008;380;423;1017;0,09:11,14:54,81215,974.58,150,0.00,200,1324.58,3
