trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;697;773;1082;636;1053;560;737;1065;607;1022;0,08:50,17:17,167847,2014.16,200,0.00,200,2414.16,4
DP0002,1,0;622;613;674;1068;687;614;569;772;1095;0,08:12,16:22,178813,2145.76,100,0.00,200,2445.76,2
DP0003,2,0;565;1071;745;1051;0,08:39,13:32,106974,1497.64,100,16.80,300,1914.44,2
DP0004,1,0;646;1040;683;778;628;724;662;1067;0,08:26,16:11,140347,1684.16,100,20.80,200,2004.96,2
DP0005,1,0;717;710;749;1012;561;652;0,10:44,15:06,66173,794.08,50,0.00,200,1044.08,1
DP0006,1,0;751;1026;673;752;723;1033;711;630;1037;0,08:23,16:24,171932,2063.18,150,0.00,200,2413.18,3
DP0007,2,0;603;657;703;1058;705;1034;679;1086;0,09:02,15:59,110775,1550.85,150,16.40,300,2017.25,3
DP0008,1,0;688;658;775;1083;589;579;713;1031;619;1011;0,08:00,17:18,210421,2525.05,150,0.00,200,2875.05,3
DP0009,1,0;631;766;736;1045;572;702;739;617;1016;0,08:00,17:22,183646,2203.75,100,26.80,200,2530.55,2
DP0010,1,0;1066;642;621;1099;750;753;1055;0,08:00,15:31,120173,1442.08,150,37.20,200,1829.28,3
DP0011,1,0;730;1087;720;1004;700;721;678;1008;0,08:14,15:14,145519,1746.23,150,0.00,200,2096.23,3
DP0012,1,0;744;649;729;1089;583;1007;731;584;594;1056;0,08:09,17:31,202491,2429.89,150,5.60,200,2785.49,3
DP0013,1,0;738;695;1078;659;1027;740;1077;0,09:05,15:30,122891,1474.69,150,9.60,200,1834.29,3
DP0014,1,0;763;610;660;1036;735;676;661;1061;692;1015;0,08:42,16:39,144222,1730.66,150,0.00,200,2080.66,3
DP0015,2,0;580;666;644;1048;608;1030;590;1046;0,09:02,15:03,97267,1361.74,150,0.00,300,1811.74,3
DP0016,1,0;562;771;719;573;571;685;581;1052;694;1024;0,08:27,16:16,134465,1613.58,100,0.00,200,1913.58,2
DP0017,1,0;755;1060;743;768;774;704;632;1038;0,08:18,16:42,167152,2005.82,100,23.20,200,2329.02,2
DP0018,1,0;615;698;567;769;1100;671;667;1021;727;1064;0,08:08,16:41,173662,2083.94,150,0.00,200,2433.94,3
DP0019,1,0;577;682;759;680;1044;656;672;1042;626;1090;1080;0,09:18,17:43,138165,1657.98,200,1.60,200,2059.58,4
DP0020,1,0;635;592;575;637;1039;639;588;706;1091;0,08:00,16:52,168262,2019.14,100,21.60,200,2340.74,2
DP0021,1,0;564;1018;578;627;1092;604;576;1096;0,08:22,15:55,119742,1436.90,150,26.40,200,1813.30,3
DP0022,2,0;733;691;633;1043;0,08:33,13:48,137162,1920.27,50,10.80,300,2281.07,1
DP0023,1,0;728;690;670;651;1041;760;1093;558;1075;669;1013;0,08:09,17:19,178308,2139.70,200,0.00,200,2539.70,4
DP0024,1,0;645;716;689;563;677;568;742;1032;0,09:18,16:11,108490,1301.88,50,15.60,200,1567.48,1
DP0025,1,0;616;707;758;1097;1073;0,10:50,15:37,108782,1305.38,100,1.60,200,1606.98,2
DP0026,1,0;653;770;559;1070;1003;586;757;650;600;1049;0,08:09,16:37,168783,2025.40,150,0.00,200,2375.40,3
DP0027,1,0;764;747;725;623;1074;599;1002;585;1009;0,08:48,17:03,183436,2201.23,150,0.00,200,2551.23,3
DP0028,2,0;684;643;1020;598;681;1029;557;732;0,08:01,15:26,167483,2344.76,100,0.00,300,2744.76,2
DP0029,1,0;593;574;1054;582;1006;726;587;595;761;675;1014;0,08:44,17:12,131953,1583.44,150,6.00,200,1939.44,3
DP0030,1,0;634;1088;712;655;648;748;1063;0,08:40,15:12,135156,1621.87,100,6.00,200,1927.87,2
DP0031,1,0;699;596;597;696;762;1010;708;620;629;1005;0,08:26,17:34,200602,2407.22,100,0.40,200,2707.62,2
DP0032,2,0;640;1035;777;665;663;709;0,08:20,14:08,97282,1361.95,50,18.80,300,1730.75,1
DP0033,2,0;1085;718;1059;0,08:00,15:16,74280,1039.92,100,101.60,300,1541.52,2
DP0034,1,0;609;746;1023;611;647;1084;641;654;0,09:06,15:25,111971,1343.65,100,0.00,200,1643.65,2
DP0035,1,0;722;625;1081;1098;618;1025;734;1028;0,08:07,15:15,152958,1835.50,200,0.00,200,2235.50,4
DP0036,1,0;741;756;1069;601;1057;624;1047;776;668;1094;0,09:04,17:34,169921,2039.05,200,0.00,200,2439.05,4
DP0037,1,0;1072;767;0,08:00,10:11,22342,268.10,50,17.20,200,535.30,1
DP0038,1,0;715;1079;701;1076;686;1019;591;0,09:32,15:12,101952,1223.42,150,1.60,200,1575.02,3
DP0039,1,0;606;664;566;1001;765;1050;638;1062;0,08:33,16:49,133205,1598.46,150,36.00,200,1984.46,3
DP0040,1,0;605;754;693;602;570;714;612;1017;0,08:47,15:06,75487,905.84,50,17.60,200,1173.44,1
