maxDistance, totalDistance
120259.0	50639.0
280528.0	216831.0
274344.0	208782.0
281946.0	182463.0
172575.0	133803.0
256511.0	186943.0
255767.0	165594.0
260943.0	181511.0
306170.0	227093.0
244479.0	155293.0
263326.0	235150.0
309524.0	235264.0
204092.0	112455.0
248491.0	156913.0
191885.0	113946.0
212419.0	161238.0
241967.0	168069.0
243070.0	187873.0
133293.0	55558.0
231704.0	151579.0
232118.0	156077.0
151982.0	46822.0

breakDistanceCount: 0
totalCost: Optional[52665.123999999996]
totalDistance: Optional[3489896.0]
