trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;816;868;1086;921;1073;760;984;795;1041;895;1066;0,08:37,17:33,166178,1994.14,200,0.80,200,2394.94,4
DP0002,2,0;982;690;914;908;740;789;906;1048;0,08:07,16:52,146410,2049.74,50,41.60,300,2441.34,1
DP0003,1,0;1030;855;808;1061;803;852;807;1017;0,08:00,15:58,96127,1153.52,150,47.20,200,1550.72,3
DP0004,2,0;1064;718;1034;679;0,08:00,15:53,78366,1097.12,100,102.80,300,1599.92,2
DP0005,1,0;697;986;1097;959;1100;671;961;1040;965;1028;0,08:50,17:02,156444,1877.33,200,0.00,200,2277.33,4
DP0006,1,0;974;806;880;873;990;815;0,10:45,15:59,84988,1019.86,0,11.20,200,1231.06,0
DP0007,2,0;1091;849;832;976;1054;758;1023;724;784;0,08:00,16:06,136305,1908.27,150,18.80,300,2377.07,3
DP0008,1,0;886;987;985;1010;957;869;824;1038;0,08:00,17:17,182067,2184.80,100,37.20,200,2522.00,2
DP0009,2,0;956;958;766;1045;834;993;704;858;1085;0,08:00,17:30,244199,3418.79,100,0.00,300,3818.79,2
DP0010,2,0;733;780;762;736;702;1056;706;1036;0,08:33,16:40,180152,2522.13,100,10.40,300,2932.53,2
DP0011,2,0;809;771;764;997;755;842;748;742;1012;0,08:26,16:05,114855,1607.97,50,18.40,300,1976.37,1
DP0012,1,0;756;701;861;936;897;1096;0,08:54,15:26,106620,1279.44,50,32.40,200,1561.84,1
DP0013,1,0;821;933;775;833;1007;836;896;879;882;1049;0,08:17,17:12,190417,2285.00,100,0.00,200,2585.00,2
DP0014,1,0;746;670;1075;769;963;787;889;708;1031;0,08:48,17:20,197662,2371.94,100,0.00,200,2671.94,2
DP0015,2,0;804;966;1042;939;975;714;0,08:00,14:10,155864,2182.10,50,0.00,300,2532.10,1
DP0016,1,0;1084;894;726;735;937;964;0,08:00,14:47,106379,1276.55,50,38.00,200,1564.55,1
DP0017,1,0;699;950;778;1060;685;694;923;0,08:26,15:15,110221,1322.65,50,24.80,200,1597.45,1
DP0018,2,0;831;871;1013;814;1024;800;881;877;779;918;1063;0,08:39,16:36,116107,1625.50,150,0.00,300,2075.50,3
DP0019,1,0;938;720;927;1004;860;1087;727;672;1090;844;1037;0,08:18,16:39,136515,1638.18,200,0.80,200,2038.98,4
DP0020,1,0;770;1047;998;904;1079;837;1026;0,08:00,16:49,154278,1851.34,150,51.60,200,2252.94,3
DP0021,1,0;802;947;911;682;700;783;798;0,08:48,13:44,68729,824.75,0,0.00,200,1024.75,0
DP0022,1,0;856;754;738;1055;846;945;677;810;0,08:46,15:12,96132,1153.58,50,10.40,200,1413.98,1
DP0023,1,0;863;934;991;676;1099;929;705;949;0,08:34,15:26,121335,1456.02,50,8.80,200,1714.82,1
DP0024,1,0;722;743;878;1002;926;696;1089;731;892;1095;0,08:07,17:02,190829,2289.95,150,0.00,200,2639.95,3
DP0025,1,0;853;747;893;1068;687;915;912;1081;675;1014;0,08:09,17:05,177865,2134.38,150,7.20,200,2491.58,3
DP0026,1,0;830;903;988;1082;890;829;905;857;1067;0,08:16,17:07,160979,1931.75,100,25.60,200,2257.35,2
DP0027,1,0;955;862;1021;917;839;942;883;1044;967;0,08:31,16:06,122640,1471.68,100,13.60,200,1785.28,2
DP0028,1,0;728;695;1065;838;753;1022;0,08:09,15:26,122634,1471.61,100,42.40,200,1814.01,2
DP0029,1,0;744;768;1033;901;900;1009;818;994;970;1008;0,08:09,16:41,172050,2064.60,150,0.40,200,2415.00,3
DP0030,1,0;688;968;729;1083;935;1039;952;888;845;1006;0,08:00,17:31,222470,2669.64,150,0.00,200,3019.64,3
DP0031,1,0;781;788;1070;1020;872;811;920;847;1072;0,08:23,16:48,144321,1731.85,150,22.40,200,2104.25,3
DP0032,1,0;794;1003;792;725;1052;0,08:53,13:42,112899,1354.79,100,0.00,200,1654.79,2
DP0033,1,0;850;782;1005;924;859;723;948;940;799;0,08:34,16:00,141241,1694.89,50,0.00,200,1944.89,1
DP0034,1,0;996;870;805;946;711;737;1053;1032;0,08:25,16:24,143057,1716.68,100,25.20,200,2041.88,2
