trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;281;17;292;208;38;0,09:48,14:44,79209,950.51,0,18.80,200,1169.31,0
DP0002,2,0;243;194;320;187;214;1024;93;309;1067;0,08:04,15:51,159859,2238.03,100,0.00,300,2638.03,2
DP0003,1,0;25;198;227;1098;6;209;112;1085;0,08:13,16:19,178107,2137.28,100,10.40,200,2447.68,2
DP0004,1,0;120;70;302;1068;265;1094;0,08:00,14:55,151391,1816.69,100,20.00,200,2136.69,2
DP0005,1,0;261;16;262;213;285;46;211;0,08:00,15:01,161107,1933.28,0,5.20,200,2138.48,0
DP0006,1,0;144;271;1065;193;1018;163;8;141;0,08:43,15:54,125370,1504.44,100,14.40,200,1818.84,2
DP0007,1,0;103;244;35;1075;253;263;195;135;1022;0,08:00,16:14,159618,1915.42,100,10.80,200,2226.22,2
DP0008,1,0;149;290;284;0,08:16,12:45,84356,1012.27,0,30.00,200,1242.27,0
DP0009,1,0;113;30;273;186;168;71;66;1061;212;0,08:36,15:53,126133,1513.60,50,4.40,200,1768.00,1
DP0010,1,0;111;62;48;176;325;0,08:00,14:06,158031,1896.37,0,10.00,200,2106.37,0
DP0011,1,0;132;39;1045;50;51;1089;13;231;87;1069;0,08:00,17:08,204051,2448.61,150,0.00,200,2798.61,3
DP0012,1,0;234;286;268;1001;155;1051;0,08:00,15:09,158735,1904.82,100,22.40,200,2227.22,2
DP0013,1,0;67;121;138;280;252;0,08:07,15:59,169019,2028.23,0,46.40,200,2274.63,0
DP0014,1,0;254;1012;264;204;85;136;2;223;1037;0,09:19,16:09,110424,1325.09,100,1.20,200,1626.29,2
DP0015,1,0;137;196;34;1088;331;326;152;222;28;1071;0,08:33,17:21,180550,2166.60,100,2.00,200,2468.60,2
DP0016,1,0;203;185;1083;192;19;270;3;55;1042;0,08:00,17:22,191223,2294.68,100,22.80,200,2617.48,2
DP0017,1,0;45;294;1097;318;1060;259;191;269;1030;0,08:29,16:09,140093,1681.12,150,6.80,200,2037.92,3
DP0018,2,0;272;1087;100;1009;225;241;169;299;1052;0,08:17,16:34,168314,2356.40,150,7.60,300,2814.00,3
DP0019,1,0;332;117;129;104;1014;1063;0,08:15,15:36,133533,1602.40,100,38.40,200,1940.80,2
DP0020,1,0;4;1008;7;133;97;1082;201;49;1100;90;1004;0,08:43,17:19,149688,1796.26,200,0.00,200,2196.26,4
DP0021,1,0;36;328;246;40;107;94;0,09:34,14:28,92533,1110.40,0,0.00,200,1310.40,0
DP0022,1,0;313;256;122;1023;172;181;33;125;114;1043;0,08:14,16:49,162149,1945.79,100,5.60,200,2251.39,2
DP0023,1,0;251;215;162;26;1010;12;274;235;1031;0,08:45,17:22,193557,2322.68,100,3.20,200,2625.88,2
DP0024,2,0;296;1090;275;217;106;171;148;230;0,09:13,15:32,112642,1576.99,50,0.00,300,1926.99,1
DP0025,1,0;142;115;1002;239;206;108;146;298;1084;0,08:43,16:53,178383,2140.60,100,0.80,200,2441.40,2
DP0026,1,0;327;277;59;1058;173;1092;1099;221;91;1091;0,08:09,16:31,162815,1953.78,200,0.00,200,2353.78,4
DP0027,1,0;1093;174;306;278;77;315;1053;83;1006;0,08:00,17:22,192265,2307.18,150,22.80,200,2679.98,3
DP0028,1,0;98;61;258;1007;308;1054;297;295;1016;0,08:03,16:52,210235,2522.82,150,0.00,200,2872.82,3
DP0029,1,0;288;1079;84;134;1019;124;0,09:22,14:33,106480,1277.76,100,0.00,200,1577.76,2
DP0030,1,0;167;145;1021;32;118;119;127;301;1044;0,08:19,16:14,136041,1632.49,100,14.80,200,1947.29,2
DP0031,1,0;220;291;199;151;64;164;257;0,08:51,14:23,84568,1014.82,0,6.40,200,1221.22,0
DP0032,1,0;266;282;126;1005;236;82;89;27;11;1032;0,08:58,17:03,148704,1784.45,100,0.40,200,2084.85,2
DP0033,2,0;184;1074;179;1;300;110;96;76;1034;0,08:03,16:55,214803,3007.24,100,0.00,300,3407.24,2
DP0034,1,0;79;1035;330;323;178;1072;0,10:19,16:25,90278,1083.34,100,30.00,200,1413.34,2
DP0035,1,0;247;156;123;73;53;1011;1066;0,08:48,15:33,121243,1454.92,100,18.40,200,1773.32,2
DP0036,1,0;250;101;18;226;310;1038;200;304;205;0,08:39,15:46,110687,1328.24,50,7.20,200,1585.44,1
DP0037,1,0;238;52;1033;210;1073;314;41;1013;276;0,08:32,16:14,155916,1870.99,150,0.00,200,2220.99,3
DP0038,1,0;153;207;329;88;78;232;283;1017;0,08:33,14:58,103507,1242.08,50,6.00,200,1498.08,1
DP0039,1,0;170;319;92;216;161;0,10:45,14:33,63085,757.02,0,0.00,200,957.02,0
DP0040,1,0;157;224;60;197;1025;139;260;219;68;1026;0,08:24,17:20,191202,2294.42,100,0.00,200,2594.42,2
DP0041,2,0;109;316;267;333;5;69;165;1050;24;1049;0,08:13,16:56,153709,2151.93,100,13.20,300,2565.13,2
DP0042,1,0;58;81;303;1036;150;99;248;0,08:33,14:43,120614,1447.37,50,4.40,200,1701.77,1
DP0043,2,0;189;240;1003;321;324;1080;29;0,08:40,14:43,124053,1736.74,100,0.00,300,2136.74,2
DP0044,1,0;14;37;1015;23;1078;1077;293;1055;0,09:36,16:47,125944,1511.33,200,14.00,200,1925.33,4
DP0045,1,0;158;237;255;63;279;44;182;1048;0,09:37,16:14,120316,1443.79,50,3.20,200,1696.99,1
DP0046,1,0;57;128;1040;105;228;65;75;242;1081;0,09:17,17:29,180689,2168.27,100,0.00,200,2468.27,2
DP0047,1,0;20;143;1056;56;1041;245;130;1059;74;1086;0,08:00,17:14,206868,2482.42,200,0.80,200,2883.22,4
DP0048,1,0;188;131;249;15;1057;183;160;307;0,08:24,15:03,129192,1550.30,50,0.00,200,1800.30,1
DP0049,1,0;102;31;42;190;1027;47;289;86;1064;0,08:26,16:45,146748,1760.98,100,19.20,200,2080.18,2
DP0050,1,0;147;1039;159;72;10;202;166;1028;0,08:09,16:09,180466,2165.59,100,7.60,200,2473.19,2
DP0051,2,0;54;177;1047;218;1029;317;305;1062;0,09:36,16:54,152097,2129.36,150,4.00,300,2583.36,3
DP0052,1,0;180;1096;43;229;0,11:20,14:56,47784,573.41,50,14.40,200,837.81,1
DP0053,1,0;9;1095;233;175;140;80;311;95;0,08:34,15:23,112784,1353.41,50,12.00,200,1615.41,1
DP0054,2,0;21;312;22;1070;116;1020;322;287;1076;0,08:00,17:03,186226,2607.16,150,17.60,300,3074.76,3
DP0055,2,0;154;1046;0,10:45,12:22,29658,415.21,50,0.00,300,765.21,1
