trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
DP0001,1,0;153;207;329;78;88;71;44;182;23;1022;0,08:33,16:18,119981,1439.77,50,6.00,200,1695.77,1
DP0002,2,0;37;14;154;283;124;0,10:45,14:30,60342,844.79,0,0.00,300,1144.79,0
DP0003,1,0;134;240;22;1001;222;1080;166;11;1028;0,08:18,16:50,153686,1844.23,150,20.80,200,2215.03,3
DP0004,1,0;254;170;164;92;94;257;0,09:19,14:57,61178,734.14,0,32.40,200,966.54,0
DP0005,1,0;1038;282;126;32;6;202;1073;125;0,08:00,16:17,133647,1603.76,100,36.80,200,1940.56,2
DP0006,1,0;237;158;58;36;63;232;269;1015;1046;0,08:35,15:45,108476,1301.71,100,9.20,200,1610.91,2
DP0007,1,0;251;81;31;253;1016;53;1034;0,08:45,15:11,144679,1736.15,100,0.00,200,2036.15,2
DP0008,1,0;143;39;77;274;231;1068;0,08:08,17:00,184909,2218.91,50,51.20,200,2520.11,1
DP0009,1,0;256;174;306;162;56;1093;295;1056;191;1012;0,08:26,17:06,179827,2157.92,150,0.00,200,2507.92,3
DP0010,2,0;184;203;115;206;159;1033;201;1077;0,08:03,15:26,164919,2308.87,100,0.00,300,2708.87,2
DP0011,1,0;4;250;30;186;318;1006;195;211;289;1067;0,08:43,16:44,145740,1748.88,100,0.00,200,2048.88,2
DP0012,2,0;194;120;1025;268;117;1009;299;219;87;1094;0,08:00,17:18,194655,2725.17,150,7.20,300,3182.37,3
DP0013,2,0;324;151;290;40;114;304;0,10:28,15:12,84050,1176.70,0,0.00,300,1476.70,0
DP0014,1,0;185;262;50;1083;51;13;12;1069;0,08:00,17:03,221967,2663.60,100,12.80,200,2976.40,2
DP0015,1,0;190;277;327;245;1011;1078;66;1018;212;1061;0,08:44,17:11,168116,2017.39,200,0.00,200,2417.39,4
DP0016,1,0;147;1010;179;285;110;139;260;138;1004;0,08:09,17:19,217438,2609.26,100,5.60,200,2914.86,2
DP0017,2,0;54;15;79;292;38;208;1057;287;1076;0,09:36,17:02,142108,1989.51,100,0.00,300,2389.51,2
DP0018,1,0;1053;16;145;0,08:00,12:09,130308,1563.70,50,0.00,200,1813.70,1
DP0019,1,0;129;111;258;1002;197;241;1042;24;1095;0,08:00,16:28,175764,2109.17,150,9.20,200,2468.37,3
DP0020,1,0;1043;217;1063;0,08:00,12:36,57189,686.27,100,45.60,200,1031.87,2
DP0021,1,0;1005;98;118;1071;280;146;298;0,08:00,16:21,170252,2043.02,100,32.80,200,2375.82,2
DP0022,1,0;320;227;72;303;1082;130;1055;0,08:36,15:14,147197,1766.36,100,2.80,200,2069.16,2
DP0023,1,0;45;272;35;1075;263;1041;297;1036;0,08:29,15:36,144256,1731.07,150,4.00,200,2085.07,3
DP0024,1,0;25;52;1;239;1089;121;209;96;76;1100;0,08:13,17:07,191442,2297.30,100,0.00,200,2597.30,2
DP0025,1,0;288;281;284;214;82;29;200;1037;0,09:22,16:09,114307,1371.68,50,10.40,200,1632.08,1
DP0026,1,0;244;67;1007;213;105;308;49;1081;104;1024;0,08:00,17:02,197603,2371.24,150,0.00,200,2721.24,3
DP0027,2,0;70;302;21;333;267;155;1051;165;1050;0,08:14,16:13,170099,2381.39,100,0.00,300,2781.39,2
DP0028,1,0;220;1096;264;93;172;259;181;1064;0,08:51,15:40,107803,1293.64,100,14.00,200,1607.64,2
DP0029,2,0;20;156;123;73;1092;168;47;148;1017;0,08:00,16:09,178491,2498.87,100,0.00,300,2898.87,2
DP0030,1,0;189;17;1019;160;183;140;80;311;1003;0,08:40,15:55,123281,1479.37,100,4.40,200,1783.77,2
DP0031,1,0;113;1040;238;210;236;108;90;46;1084;0,08:36,16:44,134528,1614.34,100,20.80,200,1935.14,2
DP0032,1,0;7;294;177;175;84;1035;330;95;27;1014;0,08:36,17:19,182255,2187.06,100,0.00,200,2487.06,2
DP0033,2,0;188;218;326;317;322;1047;178;0,08:24,16:31,138187,1934.62,50,42.80,300,2327.42,1
DP0034,2,0;101;266;246;310;85;136;41;276;0,08:34,15:29,108251,1515.51,0,16.80,300,1832.31,0
DP0035,1,0;332;60;300;1074;192;19;315;75;242;1085;0,08:15,17:26,196476,2357.71,100,4.00,200,2661.71,2
DP0036,1,0;149;142;316;176;187;301;89;265;1090;0,08:16,16:24,158811,1905.73,50,9.20,200,2164.93,1
DP0037,1,0;233;1026;321;325;5;69;68;305;1062;0,08:24,16:38,144589,1735.07,100,18.00,200,2053.07,2
DP0038,2,0;103;261;132;278;65;1031;74;0,08:00,16:00,163674,2291.44,50,28.00,300,2669.44,1
DP0039,2,0;1032;328;275;296;10;33;1013;0,08:00,15:26,110567,1547.94,100,40.00,300,1987.94,2
DP0040,1,0;128;291;133;64;106;171;43;230;0,09:07,15:11,93629,1123.55,0,2.80,200,1326.35,0
DP0041,1,0;234;225;1039;62;48;3;270;1045;235;1087;0,08:00,17:43,221000,2652.00,150,4.40,200,3006.40,3
DP0042,1,0;167;1021;198;26;228;83;112;1054;86;1048;0,08:19,17:20,195186,2342.23,150,0.00,200,2692.23,3
DP0043,1,0;9;157;18;199;226;1044;127;1052;223;1008;0,08:34,16:22,134689,1616.27,150,0.00,200,1966.27,3
DP0044,1,0;313;215;1059;319;180;161;1072;0,08:14,15:00,159028,1908.34,100,0.00,200,2208.34,2
DP0045,1,0;57;216;107;204;314;135;1023;1091;0,09:17,17:17,135011,1620.13,100,28.80,200,1948.93,2
DP0046,1,0;109;131;249;1029;331;1070;116;152;1020;323;1079;0,08:13,17:11,166542,1998.50,200,0.00,200,2398.50,4
DP0047,1,0;243;312;100;286;1098;119;28;8;0,08:04,15:27,157925,1895.10,50,3.20,200,2148.30,1
DP0048,1,0;224;61;1066;150;279;99;248;307;0,08:03,15:06,147947,1775.36,50,0.00,200,2025.36,1
DP0049,1,0;137;196;1088;34;55;252;169;309;1086;0,08:33,17:16,180694,2168.33,100,12.80,200,2481.13,2
DP0050,1,0;144;271;59;1099;173;1027;163;229;141;0,08:43,16:06,139674,1676.09,100,0.00,200,1976.09,2
DP0051,1,0;102;273;1065;193;255;91;221;1058;293;1030;0,08:26,16:55,169157,2029.88,150,0.00,200,2379.88,3
DP0052,1,0;247;42;122;1097;97;1060;2;205;1049;0,08:48,16:14,137318,1647.82,150,2.80,200,2000.62,3
